Jz, D, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-4.0, -1.3999999999999977, 0.5000000000000069, 0.5000000000000069, 1.0000000000000138, 1.0828652037815139e-17, -1.082865203781513e-17, 1.0000000000000138, -1.4470562318408575e-17, 1.4470562318408578e-17, 1.0000000000000138, 7.124869292339046e-18, -7.124869292339054e-18, 1.0000000000000138, -4.755955353377271e-19, 4.755955353377209e-19, 1.0000000000000138, 8.492463347967126e-18, -8.492463347967124e-18, 1.0000000000000138, -2.759840411615317e-18, 2.759840411615314e-18, 1.0000000000000138, 2.4008702419357083e-20, 2.40087024193571e-20, 1.0000000000000138
-4.0, -1.2999999999999976, 0.49999999999999506, 0.499999999999995, 0.99999999999999, -2.545095002632278e-17, 2.5450950026322653e-17, 0.99999999999999, -1.1087582046496e-17, 1.1087582046495998e-17, 0.99999999999999, 1.0147958051692948e-17, -1.0147958051692931e-17, 0.99999999999999, 1.636652859883563e-17, -1.6366528598835667e-17, 0.99999999999999, 8.47571987209648e-18, -8.475719872096479e-18, 0.99999999999999, 4.53747268322373e-18, -4.53747268322372e-18, 0.99999999999999, 4.802769985594713e-21, 4.802769985594743e-21, 0.99999999999999
-4.0, -1.1999999999999975, 0.500000000000006, 0.500000000000006, 1.000000000000012, -1.8103492761204973e-17, 1.8103492761204776e-17, 1.000000000000012, -2.3449800670693273e-17, 2.344980067069337e-17, 1.000000000000012, 1.84553572597236e-17, -1.845535725972367e-17, 1.000000000000012, 1.5703630753255765e-17, -1.5703630753255808e-17, 1.000000000000012, 1.875533866734141e-17, -1.875533866734139e-17, 1.000000000000012, -4.726782293747141e-18, 4.726782293747132e-18, 1.000000000000012, -1.404067521497392e-20, -1.4040675214973873e-20, 1.000000000000012
-4.0, -1.0999999999999974, 0.500000000000006, 0.5000000000000058, 1.0000000000000118, 7.612597047228684e-17, -7.612597047228739e-17, 1.0000000000000118, -2.5068675258519137e-17, 2.5068675258519713e-17, 1.0000000000000118, -5.438283897030653e-19, 5.43828389703016e-19, 1.0000000000000118, -1.673912473571428e-17, 1.6739124735713998e-17, 1.0000000000000118, 1.0681855520274267e-17, -1.0681855520274119e-17, 1.0000000000000118, -2.5947469122531284e-17, 2.594746912253099e-17, 1.0000000000000118, -3.7911114861927885e-21, -3.791111486192801e-21, 1.0000000000000118
-4.0, -0.9999999999999973, 0.4999999999999988, 0.49999999999999883, 0.9999999999999976, 1.2462780417086325e-17, -1.246278041708663e-17, 0.9999999999999976, 2.474242464441969e-17, -2.4742424644419545e-17, 0.9999999999999976, -9.92485615557261e-18, 9.924856155572404e-18, 0.9999999999999976, -2.1799476549886105e-17, 2.1799476549885898e-17, 0.9999999999999976, -9.8853504563273e-18, 9.885350456327708e-18, 0.9999999999999976, -7.68132039393231e-18, 7.681320393931814e-18, 0.9999999999999976, 3.013366412357449e-22, 3.0133664123577947e-22, 0.9999999999999976
-4.0, -0.8999999999999972, 0.49999999999999567, 0.49999999999999567, 0.9999999999999913, -5.2415927305658683e-17, 5.241592730565848e-17, 0.9999999999999913, 1.0700811598447074e-17, -1.0700811598446917e-17, 0.9999999999999913, -2.053831828513722e-19, 2.053831828511411e-19, 0.9999999999999913, 1.1409081990190992e-17, -1.1409081990191296e-17, 0.9999999999999913, 9.985891622946647e-18, -9.985891622946578e-18, 0.9999999999999913, 1.347767501501818e-17, -1.3477675015018485e-17, 0.9999999999999913, -3.901383250015065e-21, -3.9013832500150686e-21, 0.9999999999999913
-4.0, -0.7999999999999972, 0.5000000000000089, 0.5000000000000089, 1.0000000000000178, -2.624629229508012e-17, 2.624629229507998e-17, 1.0000000000000178, 4.1831624761872805e-17, -4.183162476187271e-17, 1.0000000000000178, -1.4593146388272998e-17, 1.4593146388272915e-17, 1.0000000000000178, -8.757004888322513e-18, 8.7570048883224e-18, 1.0000000000000178, -2.1040718706879586e-17, 2.1040718706879552e-17, 1.0000000000000178, 2.1105228679382258e-17, -2.1105228679382227e-17, 1.0000000000000178, 3.52648078776066e-21, 3.526480787760625e-21, 1.0000000000000178
-4.0, -0.6999999999999971, 0.4999999999999941, 0.4999999999999941, 0.9999999999999882, -6.756618929366701e-17, 6.756618929366645e-17, 0.9999999999999882, 4.379519100175044e-17, -4.37951910017501e-17, 0.9999999999999882, -8.071340544939596e-18, 8.071340544938975e-18, 0.9999999999999882, 9.031584150449927e-18, -9.031584150450707e-18, 0.9999999999999882, -1.3759357827317611e-17, 1.3759357827317889e-17, 0.9999999999999882, 1.7863242304207423e-17, -1.7863242304208517e-17, 0.9999999999999882, 9.77606078719569e-21, 9.776060787195601e-21, 0.9999999999999882
-4.0, -0.599999999999997, 0.5000000000000042, 0.5000000000000042, 1.0000000000000084, -3.779881001002387e-17, 3.779881001002274e-17, 1.0000000000000084, -5.39771162041184e-18, 5.397711620412783e-18, 1.0000000000000084, 8.190176659839793e-18, -8.190176659840397e-18, 1.0000000000000084, 1.776046166511541e-17, -1.7760461665115092e-17, 1.0000000000000084, -8.513211487399799e-18, 8.513211487399907e-18, 1.0000000000000084, 1.3222871308149895e-17, -1.3222871308150371e-17, 1.0000000000000084, -1.7277091887645766e-21, -1.7277091887646518e-21, 1.0000000000000084
-4.0, -0.4999999999999969, 0.5000000000000125, 0.5000000000000125, 1.000000000000025, -2.7687197414573545e-18, 2.768719741457174e-18, 1.000000000000025, 1.8674374157013032e-17, -1.8674374157012952e-17, 1.000000000000025, -9.68843223932626e-18, 9.688432239326202e-18, 1.000000000000025, -1.7580584184703503e-17, 1.758058418470345e-17, 1.000000000000025, -5.5639881540446795e-18, 5.563988154044762e-18, 1.000000000000025, -2.470930549814846e-19, 2.4709305498129664e-19, 1.000000000000025, 3.0483925552364204e-21, 3.048392555236437e-21, 1.000000000000025
-4.0, -0.3999999999999968, 0.4999999999999997, 0.4999999999999997, 0.9999999999999994, -2.2672705596488354e-17, 2.2672705596486284e-17, 0.9999999999999994, -2.9577657152836513e-19, 2.95776571530308e-19, 0.9999999999999994, 1.8770298655956286e-18, -1.877029865597314e-18, 0.9999999999999994, 1.0328366920393848e-17, -1.0328366920392464e-17, 0.9999999999999994, -1.8086690647718556e-17, 1.8086690647717308e-17, 0.9999999999999994, 1.0527004900215866e-17, -1.0527004900214833e-17, 0.9999999999999994, 2.4393674910009503e-21, 2.439367491000983e-21, 0.9999999999999994
-4.0, -0.2999999999999967, 0.5000000000000088, 0.5000000000000088, 1.0000000000000175, 8.964276829418189e-18, -8.964276829418214e-18, 1.0000000000000175, -8.274089993271557e-18, 8.274089993271597e-18, 1.0000000000000175, 2.0086941454408374e-18, -2.0086941454408917e-18, 1.0000000000000175, -2.0949118612536894e-18, 2.0949118612537194e-18, 1.0000000000000175, 5.494375779727479e-18, -5.494375779727516e-18, 1.0000000000000175, -3.0334865052793535e-18, 3.033486505279391e-18, 1.0000000000000175, -1.5746273609937026e-21, -1.5746273609936962e-21, 1.0000000000000175
-4.0, -0.19999999999999662, 0.5000000000000022, 0.5000000000000022, 1.0000000000000044, 3.348487516846074e-17, -3.348487516846105e-17, 1.0000000000000044, 1.6168216068485614e-17, -1.6168216068485405e-17, 1.0000000000000044, -1.2480293473802389e-17, 1.2480293473802252e-17, 1.0000000000000044, -2.0351332330135488e-17, 2.0351332330135614e-17, 1.0000000000000044, 2.7894818136640885e-19, -2.7894818136654597e-19, 1.0000000000000044, -2.8725283535964015e-18, 2.872528353596507e-18, 1.0000000000000044, -8.880960666191314e-21, -8.880960666191326e-21, 1.0000000000000044
-4.0, -0.09999999999999654, 0.4999999999999933, 0.4999999999999934, 0.9999999999999867, -7.096332396088425e-17, 7.09633239608811e-17, 0.9999999999999867, 1.8538399307636955e-17, -1.853839930763442e-17, 0.9999999999999867, 3.295112178425423e-18, -3.29511217842758e-18, 0.9999999999999867, 2.5127860954303727e-17, -2.5127860954304412e-17, 0.9999999999999867, 9.452915858963532e-19, -9.452915858946861e-19, 0.9999999999999867, 1.5738610464216168e-17, -1.5738610464219037e-17, 0.9999999999999867, -1.7367169820810524e-21, -1.7367169820810904e-21, 0.9999999999999867
-4.0, 3.552713678800501e-15, 0.5000000000000098, 0.5000000000000097, 1.0000000000000193, -1.0344725040460911e-16, 1.034472504046085e-16, 1.0000000000000193, 2.635158576708622e-17, -2.635158576708547e-17, 1.0000000000000193, -2.8374095604008246e-18, 2.837409560400133e-18, 1.0000000000000193, 1.8093676919611233e-18, -1.8093676919606857e-18, 1.0000000000000193, -3.4948877185914474e-17, 3.494887718591438e-17, 1.0000000000000193, 5.191123077941574e-19, -5.19112307794273e-19, 1.0000000000000193, 5.8917911331429305e-21, 5.891791133142842e-21, 1.0000000000000193
-4.0, 0.1000000000000032, 0.5000000000000004, 0.5000000000000004, 1.0000000000000009, -5.872271652867198e-17, 5.872271652867166e-17, 1.0000000000000009, 1.849006450765764e-17, -1.8490064507657488e-17, 1.0000000000000009, 1.9654793968107257e-17, -1.9654793968107365e-17, 1.0000000000000009, -2.4182586787585582e-17, 2.4182586787585666e-17, 1.0000000000000009, -5.250048255974781e-17, 5.2500482559747674e-17, 1.0000000000000009, -3.019548998543004e-18, 3.019548998543064e-18, 1.0000000000000009, 1.8013336054595446e-20, 1.8013336054595424e-20, 1.0000000000000009
-4.0, 0.20000000000000373, 0.5000000000000028, 0.5000000000000028, 1.0000000000000056, 1.1050441251487744e-16, -1.1050441251487926e-16, 1.0000000000000056, -1.9402777787733204e-17, 1.9402777787734597e-17, 1.0000000000000056, 9.74532253864028e-18, -9.745322538640643e-18, 1.0000000000000056, -1.0006072347639252e-17, 1.0006072347638831e-17, 1.0000000000000056, 2.181333546847759e-17, -2.1813335468476448e-17, 1.0000000000000056, -2.036443906938111e-18, 2.036443906936766e-18, 1.0000000000000056, 1.2513635373962471e-20, 1.25136353739625e-20, 1.0000000000000056
-4.0, 0.30000000000000426, 0.4999999999999958, 0.4999999999999958, 0.9999999999999916, -8.342597551815218e-17, 8.342597551815032e-17, 0.9999999999999916, 2.895773005883982e-17, -2.8957730058838105e-17, 0.9999999999999916, -1.8237069242283976e-17, 1.8237069242282968e-17, 0.9999999999999916, 7.4144734783685e-18, -7.414473478368317e-18, 0.9999999999999916, 2.059461154361807e-18, -2.0594611543609626e-18, 0.9999999999999916, 3.555217867576706e-18, -3.555217867578139e-18, 0.9999999999999916, 7.753213624897139e-21, 7.75321362489717e-21, 0.9999999999999916
-4.0, 0.4000000000000039, 0.5000000000000073, 0.5000000000000072, 1.0000000000000147, -2.7031867152440375e-16, 2.7031867152439946e-16, 1.0000000000000147, 5.970587941385802e-17, -5.970587941385321e-17, 1.0000000000000147, -2.634887213954674e-17, 2.6348872139541715e-17, 1.0000000000000147, 2.850274052624701e-17, -2.850274052624231e-17, 1.0000000000000147, -5.839529859369925e-17, 5.839529859369622e-17, 1.0000000000000147, 9.836698089097837e-19, -9.836698089086004e-19, 1.0000000000000147, 3.724083629587254e-21, 3.724083629587243e-21, 1.0000000000000147
-4.0, 0.5000000000000036, 0.4999999999999964, 0.49999999999999634, 0.9999999999999927, -1.319321003576838e-16, 1.3193210035768358e-16, 0.9999999999999927, 3.399470281062607e-17, -3.39947028106258e-17, 0.9999999999999927, -2.905223042910782e-17, 2.9052230429107685e-17, 0.9999999999999927, 2.684307396559855e-17, -2.6843073965598465e-17, 0.9999999999999927, -7.698140255666411e-18, 7.698140255666491e-18, 0.9999999999999927, 4.693717944773898e-18, -4.693717944774044e-18, 0.9999999999999927, 8.041646441165179e-21, 8.041646441165156e-21, 0.9999999999999927
-4.0, 0.6000000000000041, 0.4999999999999904, 0.49999999999999045, 0.9999999999999808, 4.817502554487574e-17, -4.8175025544875777e-17, 0.9999999999999808, -1.4256292675204847e-17, 1.4256292675204893e-17, 0.9999999999999808, 4.389947734918439e-18, -4.3899477349184565e-18, 0.9999999999999808, 3.8686549901625783e-19, -3.8686549901624397e-19, 0.9999999999999808, 1.7985968913784098e-17, -1.7985968913784098e-17, 0.9999999999999808, -2.221161789980687e-18, 2.2211617899806925e-18, 0.9999999999999808, 9.604498718606791e-21, 9.604498718606781e-21, 0.9999999999999808
