Jz, D, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, prodSix, prodSiy, prodSiz
-4.0, 1.4000000000000048, 0.49999999999999933, 0.49999999999999933, 0.9999999999999987, 5.365556805635847e-17, -5.3655568056358503e-17, 0.9999999999999987, -6.257551424728715e-18, 6.257551424728773e-18, 0.9999999999999987, -3.139728292756246e-18, -3.1397282927562522e-18, 0.9999999999999987
-4.0, 1.5000000000000053, 0.5000000000000001, 0.5000000000000001, 1.0000000000000002, -5.330243228825958e-17, 5.330243228825959e-17, 1.0000000000000002, 2.4478498808669075e-18, -2.447849880867111e-18, 1.0000000000000002, 1.420997057244467e-17, 1.4209970572444675e-17, 1.0000000000000002
-4.0, 1.600000000000005, 0.5000000000000006, 0.5000000000000006, 1.000000000000001, 8.014130007618358e-18, -8.01413000761837e-18, 1.000000000000001, -4.051088258601582e-18, 4.0510882586014966e-18, 1.000000000000001, 5.288288079931085e-19, 5.28828807993106e-19, 1.000000000000001
-4.0, 1.7000000000000046, 0.49999999999999956, 0.49999999999999956, 0.9999999999999991, 1.7176087620339865e-16, -1.7176087620339897e-16, 0.9999999999999991, -5.581598522824471e-17, 5.58159852282451e-17, 0.9999999999999991, -6.413921437609586e-17, -6.413921437609592e-17, 0.9999999999999991
-4.0, 1.8000000000000052, 0.5000000000000002, 0.5000000000000002, 1.0000000000000004, 5.285291319924055e-18, -5.285291319924066e-18, 1.0000000000000004, -1.2099634979418848e-17, 1.2099634979418831e-17, 1.0000000000000004, 1.382250020005594e-18, 1.382250020005592e-18, 1.0000000000000004
-4.0, 1.9000000000000057, 0.5, 0.49999999999999994, 0.9999999999999999, -3.8371766111784646e-17, 3.837176611178463e-17, 0.9999999999999999, -9.264817766192728e-19, 9.26481776619282e-19, 0.9999999999999999, 8.173609804427926e-19, 8.173609804427954e-19, 0.9999999999999999
-4.0, 2.0000000000000053, 0.4999999999999999, 0.4999999999999999, 0.9999999999999998, -1.8057966453546855e-18, 1.805796645354664e-18, 0.9999999999999998, -6.077227959542656e-18, 6.077227959542674e-18, 0.9999999999999998, 1.2771932181371298e-18, 1.2771932181371298e-18, 0.9999999999999998
-4.0, 2.100000000000005, 0.4999999999999995, 0.4999999999999995, 0.999999999999999, -1.0106036983284173e-17, 1.0106036983284169e-17, 0.999999999999999, 8.692240049571717e-19, -8.692240049571713e-19, 0.999999999999999, 4.8286788140689165e-18, 4.8286788140689165e-18, 0.999999999999999
-4.0, 2.2000000000000055, 0.4999999999999998, 0.4999999999999998, 0.9999999999999996, -1.2063907229218728e-18, 1.2063907229217064e-18, 0.9999999999999996, -2.809980249235623e-17, 2.8099802492356395e-17, 0.9999999999999996, 3.3219124767911844e-17, 3.321912476791182e-17, 0.9999999999999996
-4.0, 2.300000000000006, 0.5, 0.5, 1.0, 2.7596768838009594e-18, -2.7596768838009656e-18, 1.0, 1.4380246245874667e-18, -1.4380246245874659e-18, 1.0, 4.732217532112369e-18, 4.732217532112369e-18, 1.0
-4.0, 2.4000000000000057, 0.4999999999999998, 0.4999999999999998, 0.9999999999999996, 3.1223960952430235e-17, -3.122396095243041e-17, 0.9999999999999996, -1.0983127931782268e-16, 1.0983127931782285e-16, 0.9999999999999996, 5.3482022299294935e-17, 5.348202229929501e-17, 0.9999999999999996
-4.0, 2.5000000000000053, 0.5000000000000001, 0.5000000000000001, 1.0000000000000002, 1.3716969939522821e-17, -1.3716969939522827e-17, 1.0000000000000002, -1.3187814609598254e-17, 1.3187814609598279e-17, 1.0000000000000002, -2.4162483213632788e-17, -2.4162483213632785e-17, 1.0000000000000002
-4.0, 2.600000000000006, 0.4999999999999992, 0.4999999999999992, 0.9999999999999984, 7.309753566297041e-18, -7.309753566297034e-18, 0.9999999999999984, -9.041539729129372e-18, 9.041539729129372e-18, 0.9999999999999984, 3.0803076557075586e-18, 3.0803076557075525e-18, 0.9999999999999984
-4.0, 2.7000000000000064, 0.4999999999999994, 0.4999999999999994, 0.9999999999999988, -1.0903197393073172e-17, 1.0903197393073158e-17, 0.9999999999999988, -5.7252732406033765e-18, 5.725273240603389e-18, 0.9999999999999988, -3.839121965876701e-17, -3.839121965876701e-17, 0.9999999999999988
-4.0, 2.800000000000006, 0.5, 0.5, 1.0, -5.471629914910652e-19, 5.471629914910568e-19, 1.0, 1.3657025561478493e-18, -1.3657025561478393e-18, 1.0, -3.7268760335448824e-18, -3.726876033544883e-18, 1.0
-4.0, 2.9000000000000057, 0.49999999999999983, 0.49999999999999983, 0.9999999999999997, -2.324098793962612e-17, 2.3240987939626112e-17, 0.9999999999999997, -3.1527783782734872e-18, 3.152778378273497e-18, 0.9999999999999997, -9.36038254107562e-18, -9.360382541075622e-18, 0.9999999999999997
-4.0, 3.000000000000006, 0.5000000000000002, 0.5000000000000002, 1.0000000000000004, 1.1345025162313513e-17, -1.1345025162313599e-17, 1.0000000000000004, 2.4038574327084566e-17, -2.4038574327084536e-17, 1.0000000000000004, -5.570906414243444e-17, -5.570906414243444e-17, 1.0000000000000004
-4.0, 3.1000000000000068, 0.49999999999999906, 0.499999999999999, 0.9999999999999981, -1.8865569534993e-17, 1.8865569534992986e-17, 0.9999999999999981, 1.2970829764040349e-17, -1.2970829764040348e-17, 0.9999999999999981, -7.995688108300541e-17, -7.995688108300542e-17, 0.9999999999999981
-4.0, 3.2000000000000064, 0.5000000000000003, 0.5000000000000003, 1.0000000000000007, -4.9627699034860354e-17, 4.962769903486034e-17, 1.0000000000000007, 6.987042361403399e-17, -6.987042361403399e-17, 1.0000000000000007, 1.6705515816991512e-18, 1.6705515816991523e-18, 1.0000000000000007
-4.0, 3.300000000000006, 0.4999999999999996, 0.4999999999999998, 0.9999999999999993, 2.9029975316232623e-16, -2.9029975316232697e-16, 0.9999999999999993, -2.0333362330025268e-16, 2.033336233002534e-16, 0.9999999999999993, 5.782876446226184e-18, 5.782876446226178e-18, 0.9999999999999993
-4.0, 3.4000000000000066, 0.5000000000000002, 0.5000000000000004, 1.0000000000000007, -2.0078426991606785e-17, 2.007842699160677e-17, 1.0000000000000007, 2.5103276471772792e-17, -2.5103276471772798e-17, 1.0000000000000007, -7.330846566850896e-17, -7.33084656685089e-17, 1.0000000000000007
-4.0, 3.500000000000007, 0.4999999999999989, 0.49999999999999895, 0.9999999999999978, -4.563717559812752e-17, 4.5637175598127494e-17, 0.9999999999999978, 1.448489116523839e-17, -1.4484891165238416e-17, 0.9999999999999978, 5.815901608985989e-20, 5.815901608984371e-20, 0.9999999999999978
-4.0, 3.6000000000000068, 0.5, 0.5, 1.0, 5.09112016142627e-17, -5.09112016142602e-17, 1.0, -2.314316082219762e-16, 2.314316082219795e-16, 1.0, 1.1821321242639969e-16, 1.1821321242639912e-16, 1.0
-4.0, 3.7000000000000064, 0.5000000000000009, 0.5000000000000009, 1.0000000000000018, 8.101240548056128e-18, -8.10124054805622e-18, 1.0000000000000018, -4.2306424749697104e-17, 4.230642474969713e-17, 1.0000000000000018, 2.1037884324436285e-16, 2.103788432443628e-16, 1.0000000000000018
-4.0, 3.800000000000007, 0.49999999999999906, 0.499999999999999, 0.9999999999999981, 7.057631742058133e-17, -7.05763174205816e-17, 0.9999999999999981, 6.441438345156734e-18, -6.4414383451561484e-18, 0.9999999999999981, -5.987043368120792e-16, -5.987043368120792e-16, 0.9999999999999981
-4.0, 3.9000000000000075, 0.9834697994613943, 0.9834697994613943, 0.03306040107720895, -0.1824283930485891, -0.1824283930485897, -0.01481003040373546, 0.10849544275365161, 0.10849544275365167, -0.0034403402697380245, 0.06287097802293765, 0.06287097802293769, 0.0006624449196185394
-3.9, -4.0, 0.4999999999999999, 0.49999999999999983, 0.9999999999999997, -1.0374657511013664e-17, 1.0374657511013699e-17, 0.9999999999999997, 4.653226316180298e-18, -4.653226316180291e-18, 0.9999999999999997, -1.860900120123721e-18, -1.860900120123716e-18, 0.9999999999999997
-3.9, -3.9, 0.5, 0.5, 1.0, 2.5233545629860106e-17, -2.523354562985819e-17, 1.0, 6.134590122184854e-19, -6.134590122191879e-19, 1.0, 1.1238816150154255e-17, 1.123881615015418e-17, 1.0
-3.9, -3.8, 0.49999999999999933, 0.4999999999999992, 0.9999999999999987, 1.3957747624393174e-16, -1.395774762439341e-16, 0.9999999999999987, -1.364431958366617e-17, 1.3644319583667988e-17, 0.9999999999999987, -1.8827556560737696e-17, -1.882755656073757e-17, 0.9999999999999987
-3.9, -3.6999999999999997, 0.5000000000000002, 0.5000000000000002, 1.0000000000000004, -7.546247341736679e-18, 7.546247341736679e-18, 1.0000000000000004, -1.5044708223710641e-18, 1.5044708223709694e-18, 1.0000000000000004, -1.6553829727920386e-19, -1.655382972791906e-19, 1.0000000000000004
-3.9, -3.5999999999999996, 0.49999999999999944, 0.4999999999999994, 0.9999999999999988, -1.0400512863847403e-17, 1.0400512863847353e-17, 0.9999999999999988, 4.436336372470037e-18, -4.436336372470192e-18, 0.9999999999999988, 3.703072100333649e-18, 3.703072100333651e-18, 0.9999999999999988
-3.9, -3.4999999999999996, 0.5000000000000002, 0.5000000000000002, 1.0000000000000004, -1.9290707213122578e-18, 1.9290707213122397e-18, 1.0000000000000004, 6.2520068370769894e-18, -6.2520068370769825e-18, 1.0000000000000004, -1.0316628387164128e-17, -1.031662838716412e-17, 1.0000000000000004
-3.9, -3.3999999999999995, 0.5000000000000003, 0.5000000000000002, 1.0000000000000007, -8.13261546260028e-20, 8.132615462570698e-20, 1.0000000000000007, 1.364714048331609e-17, -1.3647140483315584e-17, 1.0000000000000007, -9.523046389118655e-17, -9.523046389118654e-17, 1.0000000000000007
-3.9, -3.2999999999999994, 0.5000000000000004, 0.5000000000000004, 1.0000000000000009, 2.757305065773094e-17, -2.757305065773097e-17, 1.0000000000000009, 1.204842143155287e-17, -1.2048421431553e-17, 1.0000000000000009, 1.8130607304312144e-17, 1.8130607304312135e-17, 1.0000000000000009
-3.9, -3.1999999999999993, 0.49999999999999983, 0.4999999999999999, 0.9999999999999998, 1.7779654246067128e-17, -1.7779654246067128e-17, 0.9999999999999998, -7.170785297847392e-18, 7.170785297847388e-18, 0.9999999999999998, 2.5947349863710963e-18, 2.5947349863710944e-18, 0.9999999999999998
-3.9, -3.099999999999999, 0.5000000000000001, 0.5, 1.0, 9.788831569796688e-18, -9.78883156979678e-18, 1.0, -4.0630090269020575e-19, 4.0630090269019265e-19, 1.0, 1.2250887670468313e-17, 1.2250887670468311e-17, 1.0
-3.9, -2.999999999999999, 0.5000000000000002, 0.5000000000000008, 1.0000000000000009, 1.9852613761459437e-16, -1.985261376145956e-16, 1.0000000000000009, -9.087506464621852e-17, 9.087506464621956e-17, 1.0000000000000009, 1.8843817522426913e-19, 1.8843817522422907e-19, 1.0000000000000009
-3.9, -2.899999999999999, 0.49999999999999944, 0.49999999999999944, 0.9999999999999989, -2.194679340623074e-17, 2.1946793406230696e-17, 0.9999999999999989, 2.083206588249467e-18, -2.083206588249563e-18, 0.9999999999999989, 9.313873741548599e-19, 9.313873741548595e-19, 0.9999999999999989
-3.9, -2.799999999999999, 0.5000000000000003, 0.5000000000000004, 1.0000000000000007, 1.5969208784012494e-17, -1.5969208784011034e-17, 1.0000000000000007, -3.150879598094486e-18, 3.1508795980914646e-18, 1.0000000000000007, 9.250010508046884e-19, 9.250010508047032e-19, 1.0000000000000007
-3.9, -2.699999999999999, 0.49999999999999994, 0.49999999999999994, 0.9999999999999999, -1.3129755336748833e-17, 1.3129755336748852e-17, 0.9999999999999999, -3.336955262296142e-18, 3.3369552622960704e-18, 0.9999999999999999, 8.347593155461763e-19, 8.347593155461737e-19, 0.9999999999999999
