theta, -1, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
0,-1,-0.468598781652169,-0.468598781652169,-0.468598781652174,0.259185428472001,0.259185428472001,0.259185428471998,-0.210757065494743,-0.210757065494742,-0.210757065494742,0.168147828699864,0.168147828699864,0.168147828699864,-0.154028117374523,-0.154028117374522,-0.154028117374523,0.145434748032472,0.145434748032471,0.145434748032472,-0.154028117374523,-0.154028117374523,-0.154028117374522,0.0632472812260026,0.0632472812260025,0.0632472812260035
0.000434699992196479,-1,-0.468598510817877,-0.468598510817877,-0.468598510817875,0.258988619315385,0.258988619315385,0.258988619315389,-0.210403526823187,-0.210403526823187,-0.210403526823183,0.167764073154729,0.167764073154729,0.167764073154729,-0.153587101597906,-0.153587101597905,-0.153587101597904,0.145006226871042,0.145006226871042,0.145006226871042,-0.153587101597906,-0.153587101597906,-0.153587101597905,0.0630687125639811,0.063068712563981,0.0630687125639821
0.000869399984392959,-1,-0.468597696061661,-0.468597696061661,-0.468597696061666,0.258789821552289,0.258789821552289,0.258789821552291,-0.210047197246698,-0.210047197246698,-0.210047197246701,0.167377561012114,0.167377561012114,0.167377561012114,-0.153143283388886,-0.153143283388886,-0.153143283388889,0.144574921599035,0.144574921599035,0.144574921599035,-0.153143283388886,-0.153143283388886,-0.15314328338889,0.0628896496795961,0.0628896496795961,0.0628896496795973
0.00130410003484015,-1,-0.468596333989402,-0.468596333989402,-0.468596333989404,0.258589027227802,0.258589027227802,0.2585890272278,-0.209688067454443,-0.209688067454443,-0.209688067454443,0.166988286347903,0.166988286347902,0.166988286347904,-0.152696660278086,-0.152696660278085,-0.152696660278084,0.144140829625796,0.144140829625795,0.144140829625796,-0.152696660278086,-0.152696660278085,-0.152696660278084,0.0627100926395637,0.0627100926395635,0.0627100926395646
0.00173879996878592,-1,-0.468594421189373,-0.468594421189373,-0.468594421189376,0.258386228510405,0.258386228510405,0.258386228510406,-0.209326128390972,-0.209326128390972,-0.209326128390974,0.166596243562172,0.166596243562172,0.166596243562172,-0.15224723021181,-0.15224723021181,-0.152247230211809,0.143703948772474,0.143703948772474,0.143703948772477,-0.15224723021181,-0.15224723021181,-0.152247230211809,0.0625300416483405,0.0625300416483405,0.0625300416483405
0.00217349990273169,-1,-0.468591954230408,-0.468591954230408,-0.468591954230408,0.258181417450123,0.258181417450123,0.258181417450121,-0.208961370824124,-0.208961370824124,-0.208961370824123,0.166201426911278,0.166201426911278,0.166201426911279,-0.151794991015655,-0.151794991015655,-0.151794991015656,0.143264276750914,0.143264276750914,0.143264276750913,-0.151794991015654,-0.151794991015654,-0.151794991015657,0.0623494968320595,0.0623494968320595,0.0623494968320611
0.00260820006936198,-1,-0.468588929661491,-0.468588929661491,-0.468588929661501,0.257974586056473,0.257974586056472,0.257974586056471,-0.208593785486192,-0.208593785486192,-0.208593785486193,0.165803830661798,0.165803830661798,0.165803830661798,-0.151339940572141,-0.151339940572141,-0.151339940572138,0.142821811336453,0.142821811336453,0.142821811336451,-0.15133994057214,-0.15133994057214,-0.15133994057214,0.0621684583105639,0.0621684583105639,0.0621684583105653
0.00304290000362606,-1,-0.468585344018182,-0.468585344018182,-0.468585344018187,0.257765726689683,0.257765726689683,0.257765726689682,-0.208223363768325,-0.208223363768325,-0.208223363768326,0.165403449841593,0.165403449841593,0.165403449841594,-0.15088207768004,-0.15088207768004,-0.150882077680038,0.142376551203879,0.142376551203879,0.142376551203882,-0.150882077680039,-0.150882077680039,-0.150882077680039,0.061986926537751,0.061986926537751,0.0619869265377495
0.00347759993757183,-1,-0.468581193812964,-0.468581193812964,-0.468581193812965,0.257554831398056,0.257554831398056,0.257554831398057,-0.207850096543103,-0.207850096543102,-0.2078500965431,0.165000278966637,0.165000278966637,0.165000278966636,-0.150421400597537,-0.150421400597537,-0.150421400597536,0.141928494511152,0.141928494511152,0.141928494511152,-0.150421400597537,-0.150421400597537,-0.150421400597537,0.0618049017213313,0.0618049017213314,0.0618049017213315
0.00391229987151761,-1,-0.468576475541463,-0.468576475541463,-0.468576475541461,0.257341892359862,0.257341892359862,0.257341892359862,-0.207473974950481,-0.207473974950481,-0.20747397495048,0.164594312891631,0.164594312891631,0.164594312891632,-0.149957908016271,-0.149957908016271,-0.149957908016269,0.141477639846759,0.141477639846758,0.141477639846761,-0.149957908016271,-0.149957908016271,-0.149957908016269,0.0616223842100847,0.0616223842100845,0.061622384210085
0.00434699980546338,-1,-0.468571185680995,-0.468571185680995,-0.468571185680992,0.257126901774772,0.257126901774772,0.257126901774775,-0.207094990204945,-0.207094990204945,-0.207094990204948,0.16418554660175,0.164185546601749,0.16418554660175,-0.149491598823142,-0.149491598823142,-0.149491598823141,0.141023985998446,0.141023985998446,0.141023985998447,-0.149491598823142,-0.149491598823142,-0.149491598823141,0.061439374398267,0.061439374398267,0.0614393743982652
0.00478170020509651,-1,-0.468565320684059,-0.468565320684059,-0.468565320684059,0.256909851631186,0.256909851631186,0.256909851631183,-0.206713133186738,-0.206713133186738,-0.20671313318674,0.163773974772556,0.163773974772556,0.163773974772554,-0.149022471599229,-0.14902247159923,-0.14902247159923,0.140567531465918,0.140567531465918,0.140567531465917,-0.149022471599229,-0.149022471599229,-0.149022471599229,0.0612558725293067,0.0612558725293067,0.0612558725293075
0.00521640013904228,-1,-0.468558877004101,-0.468558877004101,-0.468558877004103,0.256690734639529,0.256690734639529,0.256690734639525,-0.206328396083344,-0.206328396083344,-0.206328396083343,0.163359593539309,0.163359593539309,0.163359593539308,-0.148550526636408,-0.148550526636408,-0.148550526636412,0.140108276423366,0.140108276423367,0.140108276423371,-0.148550526636407,-0.148550526636407,-0.148550526636408,0.0610718794833586,0.0610718794833587,0.0610718794833591
0.00565110007298805,-1,-0.468551851057852,-0.468551851057852,-0.468551851057842,0.256469542838242,0.256469542838242,0.256469542838238,-0.205940769937181,-0.205940769937181,-0.205940769937179,0.162942397854212,0.162942397854212,0.162942397854213,-0.14807576292531,-0.14807576292531,-0.148075762925308,0.139646219789115,0.139646219789115,0.139646219789114,-0.148075762925309,-0.148075762925309,-0.148075762925306,0.0608873955984617,0.0608873955984618,0.060887395598463
0.00608580000693382,-1,-0.468544239249943,-0.468544239249944,-0.468544239249953,0.256246268522749,0.256246268522749,0.256246268522745,-0.205550246280999,-0.205550246281,-0.205550246280999,0.162522383249748,0.162522383249749,0.162522383249749,-0.147598180165965,-0.147598180165966,-0.147598180165965,0.139181361182177,0.139181361182178,0.139181361182178,-0.147598180165965,-0.147598180165966,-0.147598180165965,0.0607024214570452,0.0607024214570459,0.060702421457047
0.00652049994087959,-1,-0.468536037966973,-0.468536037966972,-0.468536037966968,0.256020904015097,0.256020904015097,0.256020904015097,-0.205156816732512,-0.205156816732512,-0.205156816732511,0.162099545401983,0.162099545401982,0.162099545401981,-0.147117778270149,-0.147117778270149,-0.147117778270148,0.138713700438435,0.138713700438435,0.138713700438436,-0.14711777827015,-0.147117778270149,-0.147117778270149,0.0605169576902785,0.0605169576902782,0.0605169576902788
0.00695519987482536,-1,-0.468527243577503,-0.468527243577502,-0.468527243577504,0.255793441665095,0.255793441665095,0.255793441665094,-0.204760472996597,-0.204760472996596,-0.204760472996598,0.161673880133328,0.161673880133327,0.161673880133327,-0.14663455736481,-0.146634557364809,-0.146634557364807,0.138243237614293,0.138243237614292,0.138243237614292,-0.14663455736481,-0.146634557364809,-0.146634557364808,0.0603310049787563,0.060331004978756,0.0603310049787571
0.00738989980877113,-1,-0.468517852432218,-0.468517852432218,-0.468517852432197,0.255563873851414,0.255563873851414,0.255563873851412,-0.20436120686753,-0.20436120686753,-0.204361206867533,0.161245383415317,0.161245383415316,0.161245383415317,-0.146148517795518,-0.146148517795518,-0.146148517795518,0.137769972990374,0.137769972990374,0.137769972990379,-0.146148517795518,-0.146148517795518,-0.146148517795517,0.0601445640531964,0.0601445640531963,0.0601445640531986
0.00782459974303521,-1,-0.468507860863892,-0.468507860863892,-0.4685078608639,0.255332192982566,0.255332192982566,0.255332192982564,-0.203959010230925,-0.203959010230925,-0.203959010230926,0.16081405137106,0.16081405137106,0.160814051371057,-0.145659660129588,-0.145659660129588,-0.145659660129591,0.137293907074907,0.137293907074907,0.137293907074908,-0.14565966012959,-0.14565966012959,-0.14565966012959,0.0599576356949858,0.0599576356949858,0.0599576356949838
0.00825930014266834,-1,-0.468497265175937,-0.468497265175937,-0.468497265175948,0.255098391247088,0.255098391247088,0.255098391247086,-0.203553874631579,-0.203553874631579,-0.203553874631581,0.160379879812688,0.160379879812688,0.160379879812691,-0.145167984632766,-0.145167984632766,-0.145167984632766,0.136815040094353,0.136815040094353,0.136815040094356,-0.145167984632768,-0.145167984632768,-0.145167984632768,0.0597702205363633,0.0597702205363631,0.0597702205363621
0.00869399961092675,-1,-0.468486061700691,-0.468486061700691,-0.468486061700679,0.254862461871749,0.254862461871749,0.254862461871744,-0.203145793451951,-0.203145793451952,-0.203145793451952,0.159942866575489,0.15994286657549,0.15994286657549,-0.144673493911737,-0.144673493911738,-0.144673493911737,0.136333374567607,0.136333374567608,0.13633337456761,-0.144673493911738,-0.144673493911739,-0.144673493911739,0.0595823200654915,0.0595823200654917,0.0595823200654944
0.00912870001055988,-1,-0.468474246669806,-0.468474246669806,-0.468474246669798,0.254624396351099,0.254624396351098,0.254624396351096,-0.202734757117794,-0.202734757117793,-0.202734757117796,0.159503006382845,0.159503006382844,0.159503006382846,-0.144176187102517,-0.144176187102516,-0.144176187102516,0.135848909645672,0.135848909645671,0.135848909645673,-0.144176187102515,-0.144176187102514,-0.144176187102517,0.0593939344152652,0.0593939344152648,0.0593939344152652
0.00956340041019302,-1,-0.468461816368777,-0.468461816368777,-0.468461816368775,0.254384187728519,0.254384187728518,0.25438418772852,-0.202320758775503,-0.202320758775503,-0.202320758775502,0.159060296927325,0.159060296927325,0.159060296927326,-0.14367606675272,-0.143676066752719,-0.143676066752719,0.135361647815638,0.135361647815638,0.135361647815638,-0.143676066752721,-0.143676066752721,-0.143676066752719,0.0592050649793739,0.0592050649793737,0.0592050649793746
0.00999809987845143,-1,-0.46844876707087,-0.46844876707087,-0.468448767070874,0.254141829101534,0.254141829101534,0.254141829101532,-0.201903791699973,-0.201903791699972,-0.201903791699974,0.15861473609202,0.158614736092019,0.158614736092019,-0.143173135673787,-0.143173135673787,-0.14317313567379,0.134871591835507,0.134871591835506,0.134871591835504,-0.143173135673788,-0.143173135673788,-0.143173135673789,0.0590157132099135,0.0590157132099135,0.0590157132099166
0.0104328002780846,-1,-0.468435094947474,-0.468435094947474,-0.468435094947475,0.253897312044576,0.253897312044576,0.253897312044573,-0.201483846588268,-0.201483846588267,-0.201483846588267,0.158166319062048,0.158166319062048,0.158166319062049,-0.142667393684769,-0.142667393684769,-0.14266739368477,0.134378741561131,0.134378741561131,0.134378741561134,-0.142667393684771,-0.142667393684771,-0.142667393684771,0.0588258793963168,0.0588258793963167,0.0588258793963162
0.010867499746343,-1,-0.468420796267187,-0.468420796267187,-0.46842079626719,0.253650630256598,0.253650630256598,0.253650630256598,-0.201060917831577,-0.201060917831577,-0.20106091783158,0.157715045025272,0.157715045025272,0.157715045025271,-0.142158845173907,-0.142158845173907,-0.142158845173907,0.133883101314959,0.13388310131496,0.13388310131496,-0.142158845173906,-0.142158845173906,-0.142158845173909,0.0586355655084913,0.0586355655084913,0.0586355655084896
0.0113022001459761,-1,-0.468405867161546,-0.468405867161546,-0.468405867161555,0.253401775371103,0.253401775371103,0.253401775371103,-0.200634996319486,-0.200634996319486,-0.200634996319488,0.157260909489074,0.157260909489074,0.157260909489075,-0.141647490433565,-0.141647490433565,-0.141647490433565,0.133384671442196,0.133384671442196,0.133384671442193,-0.141647490433565,-0.141647490433565,-0.141647490433567,0.0584447719436927,0.0584447719436927,0.0584447719436917
0.0117368996142345,-1,-0.46839030387028,-0.46839030387028,-0.468390303870285,0.253150741185655,0.253150741185655,0.253150741185656,-0.200206076691642,-0.200206076691642,-0.200206076691645,0.156803912018447,0.156803912018447,0.156803912018445,-0.141133334380664,-0.141133334380664,-0.141133334380663,0.132883456810306,0.132883456810306,0.132883456810305,-0.141133334380665,-0.141133334380665,-0.141133334380663,0.0582535007892845,0.0582535007892845,0.0582535007892868
0.0121716000138676,-1,-0.468374102485404,-0.468374102485404,-0.468374102485407,0.252897519397538,0.252897519397538,0.25289751939753,-0.199774150039589,-0.199774150039589,-0.199774150039592,0.156344048454731,0.156344048454731,0.156344048454732,-0.140616377795409,-0.140616377795408,-0.140616377795408,0.132379458269604,0.132379458269604,0.132379458269605,-0.140616377795408,-0.140616377795408,-0.140616377795405,0.0580617525531375,0.0580617525531374,0.0580617525531364
0.0126063004135008,-1,-0.468357259181464,-0.468357259181464,-0.468357259181456,0.252642103358335,0.252642103358336,0.252642103358339,-0.199339210326099,-0.199339210326099,-0.199339210326101,0.155881317757375,0.155881317757375,0.155881317757377,-0.140096625021268,-0.140096625021268,-0.140096625021269,0.131872680159551,0.131872680159551,0.131872680159551,-0.140096625021267,-0.140096625021267,-0.140096625021269,0.0578695290304184,0.0578695290304185,0.0578695290304209
0.0130409998820775,-1,-0.468339770121659,-0.468339770121659,-0.468339770121665,0.252384486482569,0.252384486482568,0.252384486482571,-0.198901251659334,-0.198901251659334,-0.198901251659332,0.155415719096688,0.155415719096687,0.155415719096686,-0.139574080690331,-0.139574080690331,-0.139574080690332,0.131363127117466,0.131363127117466,0.131363127117467,-0.139574080690332,-0.139574080690332,-0.139574080690329,0.0576768320793149,0.0576768320793148,0.0576768320793164
0.0134757002817106,-1,-0.468321631339543,-0.468321631339543,-0.468321631339534,0.252124660572641,0.252124660572641,0.25212466057264,-0.198460265452471,-0.198460265452471,-0.198460265452472,0.154947248837842,0.154947248837842,0.154947248837844,-0.139048746342786,-0.139048746342786,-0.139048746342785,0.130850800781968,0.130850800781968,0.130850800781968,-0.139048746342786,-0.139048746342786,-0.139048746342787,0.0574836623790652,0.0574836623790652,0.0574836623790679
0.013910399749969,-1,-0.46830283900473,-0.46830283900473,-0.468302839004742,0.25186261969454,0.25186261969454,0.251862619694542,-0.198016247009002,-0.198016247009002,-0.198016247009,0.154475907540272,0.154475907540272,0.15447590754027,-0.138520628280354,-0.138520628280354,-0.138520628280354,0.130335707451891,0.130335707451891,0.130335707451891,-0.138520628280353,-0.138520628280353,-0.138520628280352,0.0572900223224179,0.0572900223224179,0.0572900223224199
0.0143451001496022,-1,-0.468283389112192,-0.468283389112192,-0.468283389112195,0.251598355726213,0.251598355726213,0.251598355726214,-0.197569187967616,-0.197569187967616,-0.197569187967618,0.154001691932131,0.154001691932131,0.154001691932132,-0.137989728567005,-0.137989728567005,-0.137989728567005,0.129817849310275,0.129817849310275,0.129817849310272,-0.137989728567005,-0.137989728567005,-0.137989728567002,0.0570959127058344,0.0570959127058343,0.0570959127058329
0.0147797996178606,-1,-0.468263277804476,-0.468263277804476,-0.468263277804483,0.251331862850264,0.251331862850264,0.25133186285027,-0.197119083915239,-0.19711908391524,-0.197119083915241,0.153524602992098,0.153524602992098,0.153524602992098,-0.137456054084486,-0.137456054084486,-0.137456054084488,0.129297233257004,0.129297233257004,0.129297233257003,-0.137456054084486,-0.137456054084486,-0.137456054084488,0.0569013360491142,0.0569013360491142,0.0569013360491148
0.0152145000174937,-1,-0.468242501038436,-0.468242501038436,-0.468242501038435,0.25106313302553,0.25106313302553,0.251063133025529,-0.19666592672658,-0.19666592672658,-0.196665926726585,0.153044637824034,0.153044637824034,0.153044637824034,-0.136919607436138,-0.136919607436138,-0.136919607436137,0.128773862036529,0.128773862036529,0.128773862036531,-0.136919607436138,-0.136919607436138,-0.136919607436137,0.0567062932689544,0.0567062932689544,0.0567062932689543
0.0156491994857521,-1,-0.468221054930143,-0.468221054930143,-0.468221054930149,0.25079216055625,0.25079216055625,0.250792160556254,-0.196209712281807,-0.196209712281807,-0.196209712281807,0.152561797837611,0.15256179783761,0.15256179783761,-0.136380396098029,-0.136380396098029,-0.136380396098029,0.128247743165573,0.128247743165573,0.128247743165572,-0.136380396098028,-0.136380396098028,-0.136380396098027,0.0565107870147405,0.0565107870147405,0.0565107870147401
0.0160838998853852,-1,-0.468198935398813,-0.468198935398813,-0.468198935398813,0.250518937487121,0.250518937487122,0.250518937487119,-0.195750432701568,-0.195750432701568,-0.195750432701569,0.15207608052447,0.15207608052447,0.152076080524468,-0.13583842322771,-0.13583842322771,-0.13583842322771,0.127718879966346,0.127718879966346,0.127718879966347,-0.13583842322771,-0.13583842322771,-0.13583842322771,0.0563148183260923,0.0563148183260922,0.0563148183260906
0.0165186002850184,-1,-0.46817613848505,-0.46817613848505,-0.468176138485053,0.250243457656615,0.250243457656615,0.250243457656613,-0.19528808317553,-0.19528808317553,-0.19528808317553,0.151587486687492,0.151587486687492,0.151587486687493,-0.135293695740202,-0.135293695740202,-0.135293695740206,0.127187279446691,0.127187279446691,0.127187279446694,-0.135293695740204,-0.135293695740204,-0.135293695740208,0.0561183895632448,0.0561183895632449,0.0561183895632474
0.0169533006846515,-1,-0.468152660168611,-0.468152660168611,-0.468152660168613,0.249965714380776,0.249965714380776,0.249965714380779,-0.194822658061521,-0.194822658061521,-0.194822658061523,0.151096016311908,0.151096016311908,0.151096016311909,-0.134746219696394,-0.134746219696394,-0.134746219696397,0.126652947801028,0.126652947801028,0.126652947801027,-0.134746219696395,-0.134746219696394,-0.134746219696398,0.0559215027331577,0.0559215027331576,0.0559215027331569
