Delta, delta, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-1.5,0.5,-3.29760051056797E-17,2.8297789198435E-17,2.47034429370695E-18,-1.15933788265584E-17,3.10817780465455E-17,-2.03490914006965E-17,3.84824728243707E-18,3.29760051056797E-17,-2.8297789198435E-17,-2.47034429370695E-18,1.15933788265584E-17,-3.10817780465455E-17,2.03490914006965E-17,-3.84824728243707E-18,1,1,1,1,1,1,1,8.72541775628758E-20,8.72541775628758E-20,1
-1.5,0.512499988079071,-5.67049171154707E-16,-3.81666349178548E-16,9.77559136239412E-17,-6.56937313368958E-17,-7.46914182284434E-17,2.79397735179212E-16,3.11693354452565E-16,2.39151785253592E-16,2.93942700399332E-17,-1.74827732662186E-16,-4.34390814952899E-16,8.82204931597851E-17,1.12141967522223E-17,-2.70819461945453E-16,1,1,1,1,1,1,1,4.75023588654149E-20,1.3734356641227E-20,1
-1.5,0.524999976158142,-2.97601293778875E-16,1.08449535176437E-15,-9.00397677292546E-17,3.40130050436905E-17,3.32914335577923E-16,-1.53291814099127E-16,1.89081788387038E-16,-1.24898012392631E-16,-2.41223220869714E-17,-2.81059494707717E-17,-2.13317253892556E-16,3.62680793880113E-16,-2.97878458841084E-17,7.50828665640831E-17,1,1,1,1,1,1,1,1.03862439148686E-19,5.24886100602331E-20,1
-1.5,0.537500023841858,7.44916706541241E-17,-1.83279824456583E-16,1.7450178379617E-16,-1.62175641233718E-16,-3.14092026027736E-17,-2.22311023256722E-16,-1.79869524227149E-16,1.2346067689048E-16,1.32232444213127E-16,2.37942301614251E-16,1.19892802063077E-16,-1.7247923455425E-17,-1.89159741887965E-16,-1.48402700222905E-16,1,1,1,1,1,1,1,4.34336222221543E-21,-4.13586267308679E-20,1
-1.5,0.550000011920929,-2.33784958030009E-16,-3.98513940378555E-16,1.2493534801676E-16,-4.67051121614714E-17,6.0484538268286E-17,8.1879961858664E-17,4.86866544208332E-16,1.14675257779003E-17,-2.09588376630726E-16,4.79503796341108E-17,2.85130162998654E-16,-2.03666623712683E-16,-1.46647820009762E-16,-1.5972524109176E-16,1,1,1,1,1,1,1,1.42471116857819E-20,-8.23762934906506E-20,1
-1.5,0.5625,-2.65578154416742E-16,2.69871446789018E-16,-2.7499776959514E-16,2.56117590489299E-16,-7.29184938974177E-18,-2.29874005080466E-17,1.15129896095997E-16,2.65578154416742E-16,-2.69871446789018E-16,2.7499776959514E-16,-2.56117590489299E-16,7.29184938974177E-18,2.29874005080466E-17,-1.15129896095997E-16,1,1,1,1,1,1,1,2.23252299165912E-20,2.23252299165912E-20,1
-1.5,0.574999988079071,2.2296776495842E-16,-3.670824270603E-16,1.01758991332665E-16,8.925423069746E-17,-7.43574887238782E-17,1.10950781118032E-16,-1.1270869212094E-16,-2.41227386551279E-16,2.3678739866045E-16,3.36739900327193E-17,-4.04636056293293E-16,1.17240636026105E-16,-4.98944054476625E-18,3.75977113421972E-17,1,1,1,1,1,1,1,7.15700705917432E-20,2.03209987573564E-20,1
-1.5,0.587499976158142,-3.53561663639753E-16,2.11060691946621E-16,-3.71296272043463E-18,1.92765137627953E-16,-1.19081410674056E-16,-5.24826444853542E-17,1.7773024987463E-16,1.01457057174193E-16,4.16805616874512E-16,-1.05792343851808E-16,7.67436930328569E-17,2.94391098465785E-17,3.47516409347534E-17,-1.20592517451958E-16,1,1,1,1,1,1,1,2.76217320022535E-20,1.01260235570345E-20,1
-1.5,0.600000023841858,-4.30282863977393E-16,-2.64448265404664E-16,6.70989788487254E-17,-5.46658547015454E-16,1.40051034772317E-16,5.29396154516754E-17,1.99381484032524E-16,-5.07103696565454E-16,5.82444215001097E-18,-8.73560100103284E-17,-1.04117011943813E-16,-6.23009474841136E-17,1.7635795062096E-16,-2.35124514166312E-16,1,1,1,1,1,1,1,-1.38215327536196E-19,-2.90811661773069E-20,1
-1.5,0.612500011920929,1.68648733191084E-16,-2.99728564086345E-17,-1.97737235917587E-18,-2.85185041469213E-17,9.68710752139708E-17,2.45834306107167E-17,-2.68718476129128E-16,-2.08864361984171E-16,-6.84183716304169E-17,-1.44236568671835E-16,-3.57766917525074E-16,-4.67050658393571E-17,-2.79958179822719E-16,-7.908607000426E-17,1,1,1,1,1,1,1,-2.21774230808856E-20,-8.79447376650383E-20,1
-1.5,0.625,5.27298497275214E-16,-4.8579541810697E-16,2.98686395923867E-16,-2.68349355052582E-16,1.0206803262696E-16,-9.42586336987364E-17,6.68267570178566E-17,-5.27298497275214E-16,4.8579541810697E-16,-2.98686395923867E-16,2.68349355052582E-16,-1.0206803262696E-16,9.42586336987364E-17,-6.68267570178566E-17,1,1,1,1,1,1,1,-6.27407810840627E-21,-6.27407810840627E-21,1
-1.5,0.637499988079071,-4.12496574983372E-16,-4.36673476101521E-17,1.10002772579042E-16,1.47370246469541E-16,1.92990448391923E-16,4.14343437680631E-17,2.58684788533749E-16,-2.40788994061516E-16,3.83405195322698E-17,-3.4651546124934E-16,3.39759764690056E-16,-2.0133652210157E-17,8.40368386146185E-17,4.18203029331579E-17,1,1,1,1,1,1,1,-6.40093037508847E-20,6.17784364129204E-20,1
-1.5,0.649999976158142,-2.46679314116281E-16,-1.58347052312128E-16,9.35995560389888E-17,2.2037034504311E-17,5.35647423103613E-17,2.31072970291137E-17,2.02325704382731E-16,-1.03255756453106E-17,-1.03438240768042E-16,-2.51498190432329E-16,6.32439201475343E-17,-1.45044651338406E-16,1.05312360720846E-16,-8.93495417563608E-17,1,1,1,1,1,1,1,-2.52522240237465E-19,-3.66338615448445E-20,1
-1.5,0.662500023841858,9.43662333528173E-17,-3.53399800937488E-16,-3.27166508964198E-17,8.32147468171939E-17,-1.08128454102891E-17,-1.33544657067101E-16,2.17548077584973E-16,3.70393842810586E-17,-3.0069944251491E-17,2.26797386201414E-16,-6.2712287859124E-17,-1.49332901217668E-16,-3.08553323907754E-17,1.38193491518988E-16,1,1,1,1,1,1,1,-3.98903682188892E-20,-4.18904451987317E-22,1
-1.5,0.675000011920929,-1.2700744206865E-16,4.38351792477166E-17,-2.6438604818771E-17,2.01532524202076E-16,3.4160764647383E-16,8.0845972858083E-17,-5.13149533192825E-17,1.89684809671034E-16,-5.30123411711311E-17,1.60400339585611E-16,6.24107772171259E-17,-9.51176309863707E-17,-5.0925285076321E-17,3.19239504805204E-17,1,1,1,1,1,1,1,-2.4728826945182E-21,-4.6047913623431E-20,1
-1.5,0.6875,-1.89092442473328E-16,1.58635056749084E-16,-9.30017360666845E-17,1.31389196444356E-16,-4.18135590950599E-16,4.007983882373E-16,-4.96240538721587E-17,1.89092442473328E-16,-1.58635056749084E-16,9.30017360666845E-17,-1.31389196444356E-16,4.18135590950599E-16,-4.007983882373E-16,4.96240538721587E-17,1,1,1,1,1,1,1,-8.63457910786248E-20,-8.63457910786248E-20,1
-1.5,0.699999988079071,-8.13565815240446E-17,-1.1983215979801E-16,3.05392038129924E-17,5.25719270519507E-17,6.08662258726975E-17,-1.35193591987389E-16,2.9891312943849E-17,1.47628141532201E-16,9.25092658171949E-17,6.19173275857911E-17,-4.24809687796816E-17,4.9212174175389E-17,-6.24929857351239E-17,-1.12289609335396E-16,1,1,1,1,1,1,1,2.42669540096156E-20,-8.17787976697488E-20,1
-1.5,0.712499976158142,-3.81128456787262E-16,1.00705553661522E-16,-1.61999643669146E-16,-2.57088131428175E-17,-5.54878876037104E-17,-1.78131955249865E-17,1.22554801623171E-16,2.24088177789401E-16,1.41456513894718E-16,4.75075210307842E-16,-9.04692332858473E-17,-7.59022518265434E-17,-1.21606164426915E-16,-3.73909300856932E-16,1,1,1,1,1,1,1,-8.06800707873182E-21,-8.62444679159356E-20,1
-1.5,0.725000023841858,-8.77648159039419E-17,3.11238974215922E-16,-9.84039335332601E-17,-1.9268924215239E-17,3.72380499031367E-17,7.4881113903959E-17,-1.12143390272876E-16,1.88221216147518E-16,-1.72566803202617E-16,-9.38119164632884E-17,-1.48674769852541E-16,-9.70907876195546E-17,4.45821398844643E-17,1.24085575447316E-16,1,1,1,1,1,1,1,-3.6866867983643E-20,8.99539529105811E-20,1
-1.5,0.737500011920929,-3.7150338979704E-17,-1.20749271486759E-16,-4.2164042799788E-16,-4.00482305981631E-18,-1.34917419541915E-16,7.76029252397851E-18,2.747920795553E-17,3.22272584205534E-16,2.28716551101655E-16,-8.53060446941852E-17,-7.89847552684733E-18,-8.54402861814352E-17,-8.38754788381666E-17,2.05748392469018E-16,1,1,1,1,1,1,1,-1.45184511605063E-20,-4.585423703782E-20,1
-1.5,0.75,2.54259676659056E-16,-3.64526928658433E-16,3.87504100251025E-16,-3.54242731068904E-16,1.79495029785345E-16,-2.30439151418575E-16,5.86204450679948E-16,-2.54259676659056E-16,3.64526928658433E-16,-3.87504100251025E-16,3.54242731068904E-16,-1.79495029785345E-16,2.30439151418575E-16,-5.86204450679948E-16,1,1,1,1,1,1,1,-2.71708151708356E-20,-2.71708151708356E-20,1
-1.5,0.762499988079071,-4.85732830313102E-17,-1.92980191352327E-16,6.90996243480257E-17,7.26186161099488E-17,-6.03277379113704E-17,9.0052367344345E-17,1.17394374160393E-17,5.84677462034286E-17,-2.76282675562733E-17,-1.58042798739219E-17,7.64093797164874E-17,-2.62290793078668E-16,-1.21048459405597E-16,-9.9945445816118E-18,1,1,1,1,1,1,1,5.02305200790627E-20,-1.60648039233631E-20,1
-1.5,0.774999976158142,-2.29246634907959E-16,-2.12906787020272E-16,4.76252811097652E-17,1.0331744758319E-17,-9.11941611397989E-17,3.80281496631902E-17,-1.03168207657074E-17,9.9862458093983E-17,1.24523425306598E-16,1.12406350989607E-17,5.64376853343652E-18,-5.72035561470964E-17,-2.70672051742851E-16,-4.04327967911064E-17,1,1,1,1,1,1,1,4.89332383456703E-21,-1.69410499171724E-20,1
