Delta, delta, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-1.04999995231628,0.800000011920929,-1.84116820063412E-15,6.92346477525652E-15,4.44505261845842E-16,-1.38021816469425E-15,-5.20483799577198E-16,1.36176732541355E-16,2.17226893279286E-15,4.2547019747164E-15,-4.60857328183793E-15,-6.88043539565688E-16,-4.27227735250655E-17,-7.55446451041245E-16,-7.69195532192724E-15,7.58640347587545E-16,1,1,1,1,1,1,1,7.23820840722832E-20,3.16939835168827E-19,1
-1.04999995231628,0.8125,-4.50387492735961E-15,-2.948762034991E-15,-1.68049589729799E-15,9.53382063067696E-16,1.21320550211057E-15,1.35575013570516E-15,-1.051036809194E-15,-8.07438476838193E-15,-3.1477925429809E-15,4.99212250584889E-15,-7.45526318800358E-16,2.38357850684218E-16,2.16684771017219E-15,1.71129424687073E-17,1,1,1,1,1,1,1,1.87249948013486E-19,1.313868223326E-19,1
-1.04999995231628,0.824999988079071,3.12026767796428E-16,2.23081594936875E-17,-3.64105667410028E-15,-1.29982605591211E-15,-6.4177717061856E-16,1.49357330177263E-15,2.44377641048461E-17,2.17579491919404E-15,-9.59371287453943E-17,1.36715458730699E-15,1.02713713931251E-15,-3.04319223256623E-15,1.96301727822844E-15,2.86278872024028E-16,1,1,1,1,1,1,1,3.97120364798759E-19,-1.49858851085463E-19,1
-1.04999995231628,0.837499976158142,-2.93653551144408E-17,1.7290270735274E-15,3.79587523861705E-15,-2.1608263647084E-15,8.38741447612746E-16,-3.906023403078E-15,2.05899415796535E-15,7.60984087752598E-16,-3.26004304321693E-15,7.71875766783985E-16,1.63612968794935E-15,3.40983298488409E-15,-1.07008075682624E-15,-1.88788333822462E-15,1,1,1,1,1,1,1,-1.00187429167891E-20,8.24593492096169E-21,1
-1.04999995231628,0.850000023841858,-4.00303916872472E-15,2.94148708076527E-15,3.62278539256951E-17,-2.30878057422062E-15,9.69188333138171E-16,-1.2784186745988E-15,4.84682416814278E-15,2.39596186383324E-15,1.17544064403636E-15,2.085669554815E-15,-7.81901195808128E-15,-2.37417151774865E-15,9.92456751715721E-16,3.64105498003439E-15,1,1,1,1,1,1,1,5.43546946254707E-19,-2.83070220591853E-20,1
-1.04999995231628,0.862500011920929,-3.84572651569476E-15,3.84121775931652E-15,-3.82206422679674E-15,3.77763184299909E-15,-2.83361277625123E-15,2.76917050962412E-15,-2.23519776330146E-15,3.84572651569476E-15,-3.84121775931652E-15,3.82206422679674E-15,-3.77763184299909E-15,2.83361277625123E-15,-2.76917050962412E-15,2.23519776330146E-15,1,1,1,1,1,1,1,-6.44095816191779E-19,-6.44095816191779E-19,1
-1.04999995231628,0.875,-1.70875053413823E-16,1.07871028878819E-16,1.30387286169674E-15,-1.35092617719142E-15,1.83093879548837E-15,-1.80824127711727E-15,8.61373267990875E-16,1.70875053413823E-16,-1.07871028878819E-16,-1.30387286169674E-15,1.35092617719142E-15,-1.83093879548837E-15,1.80824127711727E-15,-8.61373267990875E-16,1,1,1,1,1,1,1,1.0796092521343E-19,1.0796092521343E-19,1
-1.04999995231628,0.887499988079071,2.02108202203744E-16,-1.48566680507538E-16,-1.68091210811245E-15,1.75188118711463E-15,-2.84826326986517E-15,2.8799412433013E-15,-2.85008714355885E-15,-2.02108202203744E-16,1.48566680507538E-16,1.68091210811245E-15,-1.75188118711463E-15,2.84826326986517E-15,-2.8799412433013E-15,2.85008714355885E-15,1,1,1,1,1,1,1,1.8859832996013E-19,1.8859832996013E-19,1
-1.04999995231628,0.899999976158142,1.01282905876749E-15,-9.40870115887329E-16,-2.55696376886497E-16,3.02145969648029E-16,-1.48894818424326E-15,1.50206819520064E-15,-1.27481846693561E-15,-1.01282905876749E-15,9.40870115887329E-16,2.55696376886497E-16,-3.02145969648029E-16,1.48894818424326E-15,-1.50206819520064E-15,1.27481846693561E-15,1,1,1,1,1,1,1,-3.65862993058576E-19,-3.65862993058576E-19,1
-1.04999995231628,0.912500023841858,5.63067099863075E-15,-5.56824594096753E-15,3.69169569181893E-15,-3.66233371821884E-15,3.39813905977254E-15,-3.41390191940447E-15,3.00194850429852E-15,-5.63067099863075E-15,5.56824594096753E-15,-3.69169569181893E-15,3.66233371821884E-15,-3.39813905977254E-15,3.41390191940447E-15,-3.00194850429852E-15,1,1,1,1,1,1,1,3.21649284588821E-19,3.21649284588821E-19,1
-1.04999995231628,0.925000011920929,-1.98290921172E-15,1.9314921942393E-15,2.98383025779851E-16,-3.78057856474347E-16,1.58546144759402E-15,-1.6024400112635E-15,1.54902007849989E-15,1.98290921172E-15,-1.9314921942393E-15,-2.98383025779851E-16,3.78057856474347E-16,-1.58546144759402E-15,1.6024400112635E-15,-1.54902007849989E-15,1,1,1,1,1,1,1,-3.86766751866586E-19,-3.86766751866586E-19,1
-1.04999995231628,0.9375,3.26373044233413E-16,-3.28583085541697E-16,-4.43294798824657E-16,4.26026893994355E-16,-5.48000670720378E-16,5.21635076171194E-16,3.42293584342429E-16,-3.26373044233413E-16,3.28583085541697E-16,4.43294798824657E-16,-4.26026893994355E-16,5.48000670720378E-16,-5.21635076171194E-16,-3.42293584342429E-16,1,1,1,1,1,1,1,2.2784845069138E-19,2.2784845069138E-19,1
-1.04999995231628,0.949999988079071,3.59200584315773E-15,-3.56295091900102E-15,1.06206973096934E-15,-1.01024105547627E-15,1.58850578988557E-15,-1.63329763329021E-15,2.08956463582295E-15,-3.59200584315773E-15,3.56295091900102E-15,-1.06206973096934E-15,1.01024105547627E-15,-1.58850578988557E-15,1.63329763329021E-15,-2.08956463582295E-15,1,1,1,1,1,1,1,6.07615858708483E-19,6.07615858708483E-19,1
-1.04999995231628,0.962499976158142,-1.15472547392941E-16,1.23795493132662E-16,5.96954079639104E-17,-7.68009736359149E-17,3.56505149453576E-17,-2.23781075406462E-17,-6.26005324496456E-17,1.15472547392941E-16,-1.23795493132662E-16,-5.96954079639104E-17,7.68009736359149E-17,-3.56505149453576E-17,2.23781075406462E-17,6.26005324496456E-17,1,1,1,1,1,1,1,-9.60525105146781E-18,-9.60525105146781E-18,1
-1.04999995231628,0.987500011920929,-7.26703605586032E-16,7.05799679480743E-16,-1.54597700675776E-15,1.54911515794822E-15,1.10448628223164E-15,-1.10695877140468E-15,-1.23377093267431E-15,7.26703605586032E-16,-7.05799679480743E-16,1.54597700675776E-15,-1.54911515794822E-15,-1.10448628223164E-15,1.10695877140468E-15,1.23377093267431E-15,1,1,1,1,1,1,1,7.99710771590754E-19,7.99710771590754E-19,1
-1,0,-0.303255677223206,0.269860208034515,-0.321321457624435,0.239967450499535,-0.238162085413933,0.225398480892181,-0.259697675704956,-0.251544624567032,0.255519598722458,-0.262460023164749,0.249547347426414,-0.267742812633514,0.25603511929512,-0.228473111987114,0.475707411766052,0.472456812858582,0.484778344631195,0.432233393192291,0.516643643379211,0.397058099508286,0.411085098981857,0.0684274286031723,0.0635199472308159,0.174782454967499
-1,0.0125000001862645,-0.277013510465622,0.30573982000351,-0.299614250659943,0.299041360616684,-0.280012756586075,0.263277649879456,-0.284833639860153,-0.278008162975311,0.301697611808777,-0.255434811115265,0.287240445613861,-0.277853220701218,0.257467240095139,-0.246956631541252,0.43180924654007,0.430804520845413,0.411552101373673,0.413993746042252,0.450386136770248,0.385843008756638,0.448279023170471,0.0611981302499771,0.0857181176543236,0.137232005596161
-1,0.025000000372529,-0.314206600189209,0.270085394382477,-0.317922711372375,0.327033668756485,-0.288151204586029,0.323519647121429,-0.261350899934769,-0.315518468618393,0.316713720560074,-0.319405317306519,0.317343771457672,-0.299869060516357,0.264007896184921,-0.319682151079178,0.396934509277344,0.397664338350296,0.375060766935348,0.416318356990814,0.401069015264511,0.375099807977676,0.431689560413361,0.0602782368659973,0.110815845429897,0.103485509753227
-1,0.0375000014901161,-0.326160192489624,0.309749394655228,-0.314248234033585,0.292320221662521,-0.343648672103882,0.32115250825882,-0.311620563268661,-0.302521884441376,0.341052442789078,-0.308277875185013,0.31873419880867,-0.299623817205429,0.287741184234619,-0.304891347885132,0.348937332630157,0.383424669504166,0.37674668431282,0.376113027334213,0.373349368572235,0.3629390001297,0.366232931613922,0.0933524593710899,0.0769954994320869,0.100412271916866
-1,0.0500000007450581,-0.265973448753357,0.267353534698486,-0.262779116630554,0.261023342609406,-0.182565122842789,0.258475869894028,-0.2558833360672,-0.289140999317169,0.231648951768875,-0.267935812473297,0.250035643577576,-0.278299421072006,0.278425931930542,-0.231138542294502,0.492205530405045,0.494247883558273,0.498263329267502,0.498413562774658,0.49480265378952,0.474700927734375,0.518718004226685,0.054440476000309,0.0735615119338036,0.163069754838943
-1,0.0625,-0.287579089403152,0.245352014899254,-0.272258043289185,0.254319280385971,-0.246473640203476,0.271527886390686,-0.229266852140427,-0.307042092084885,0.262466549873352,-0.250330775976181,0.221707448363304,-0.233867421746254,0.301795691251755,-0.244129180908203,0.452850908041,0.441983371973038,0.511267840862274,0.456103801727295,0.459746509790421,0.477864742279053,0.40881672501564,0.0283317137509584,0.0741718038916588,0.212589576840401
-1,0.0750000029802322,-0.295302420854568,0.263764828443527,-0.239903002977371,0.239536806941032,-0.282036364078522,0.237745746970177,-0.273403197526932,-0.270654141902924,0.256833583116531,-0.252293735742569,0.256278604269028,-0.269997984170914,0.250619500875473,-0.26032081246376,0.467095613479614,0.453052371740341,0.465940654277802,0.50120609998703,0.468159794807434,0.478748887777329,0.504457890987396,0.0523324422538281,0.0542768463492394,0.177965328097343
-1,0.0874999985098839,-0.289894163608551,0.292408466339111,-0.344423115253448,0.29192516207695,-0.298539340496063,0.329668819904327,-0.254636108875275,-0.269832104444504,0.319148689508438,-0.271300792694092,0.310915976762772,-0.294155359268188,0.276884287595749,-0.285431683063507,0.379648208618164,0.456657826900482,0.487854957580566,0.426745146512985,0.433503836393356,0.444516956806183,0.442213445901871,0.0506914556026459,0.0685508996248245,0.104596436023712
-1,0.100000001490116,-0.239099398255348,0.239099398255348,-0.239099398255348,0.239099398255348,-0.239099398255348,0.239099398255348,-0.239099398255348,-0.319530725479126,0.319530725479126,-0.319530725479126,0.319530725479126,-0.319530725479126,0.319530725479126,-0.319530725479126,0.441369861364365,0.441369861364365,0.441369861364365,0.441369861364365,0.441369861364365,0.441369861364365,0.441369861364365,0.0613814257085323,0.0876659601926804,0.145897075533867
-1,0.112499997019768,-0.223842024803162,0.259707361459732,-0.264595329761505,0.251421362161636,-0.244574904441833,0.237115621566772,-0.248981446027756,-0.26874828338623,0.257764518260956,-0.260261982679367,0.226037323474884,-0.23717100918293,0.281136929988861,-0.231773644685745,0.494901865720749,0.477014690637589,0.482923984527588,0.475150793790817,0.456254005432129,0.48368912935257,0.504120528697968,0.0803589597344399,0.0465965680778027,0.17807824909687
-1,0.125,-0.284131050109863,0.252730846405029,-0.258033663034439,0.263468146324158,-0.287835597991943,0.257523447275162,-0.251830250024796,-0.259582757949829,0.293516248464584,-0.267305284738541,0.250728100538254,-0.275307595729828,0.259533017873764,-0.253522008657455,0.523235082626343,0.44009530544281,0.490680813789368,0.456852197647095,0.395307302474976,0.48284313082695,0.438082635402679,0.0520845390856266,0.0604907274246216,0.177146136760712
-1,0.137500002980232,-0.278465032577515,0.283854365348816,-0.258250862360001,0.27845224738121,-0.250122934579849,0.296412497758865,-0.267854034900665,-0.247894778847694,0.252933859825134,-0.230556130409241,0.241688281297684,-0.236887991428375,0.23259063065052,-0.262771189212799,0.502079904079437,0.495820432901382,0.464539468288422,0.460376471281052,0.456974774599075,0.528281629085541,0.478003799915314,0.0424260273575783,0.0685714706778526,0.160279229283333
-1,0.150000005960464,-0.265186786651611,0.258878529071808,-0.303139537572861,0.304312974214554,-0.347608685493469,0.291693538427353,-0.27187106013298,-0.334117889404297,0.33314448595047,-0.271601736545563,0.286597162485123,-0.269991636276245,0.322181582450867,-0.327018141746521,0.43624946475029,0.381209641695023,0.382595241069794,0.405402511358261,0.37054580450058,0.375483155250549,0.345772951841354,0.0994971096515656,0.0909703001379967,0.077548548579216
-1,0.162499994039536,-0.32217726111412,0.32217726111412,-0.32217726111412,0.32217726111412,-0.32217726111412,0.32217726111412,-0.32217726111412,-0.251469701528549,0.251469701528549,-0.251469701528549,0.251469701528549,-0.251469701528549,0.251469701528549,-0.251469701528549,0.42635303735733,0.42635303735733,0.42635303735733,0.42635303735733,0.42635303735733,0.42635303735733,0.42635303735733,0.0831802189350128,0.0767482072114944,0.130782648921013
-1,0.174999997019768,-0.256858855485916,0.276959508657455,-0.222010999917984,0.288320779800415,-0.257239013910294,0.249907344579697,-0.251717269420624,-0.233010843396187,0.277934938669205,-0.24614405632019,0.224403575062752,-0.248246937990189,0.227572098374367,-0.254832565784454,0.477765321731567,0.482771754264832,0.499583899974823,0.516928911209106,0.493788480758667,0.496798574924469,0.505420804023743,0.0301524344831705,0.0555267669260502,0.162147000432014
-1,0.1875,-0.271964073181152,0.256003946065903,-0.23981910943985,0.234336704015732,-0.229575380682945,0.264176964759827,-0.243916094303131,-0.266471058130264,0.320946872234344,-0.24688808619976,0.220056280493736,-0.28979030251503,0.266732454299927,-0.255691707134247,0.527692019939423,0.459572434425354,0.560346901416779,0.494909763336182,0.50638347864151,0.507786810398102,0.52728408575058,0.0180392190814018,0.0793217644095421,0.184476032853127
-1,0.200000002980232,-0.265985906124115,0.273975729942322,-0.287460654973984,0.260854750871658,-0.245600804686546,0.270467340946197,-0.289605408906937,-0.273591220378876,0.242858648300171,-0.240823447704315,0.248173579573631,-0.235098108649254,0.219187185168266,-0.237622395157814,0.465811967849731,0.481691718101501,0.524197936058044,0.46972519159317,0.465052872896194,0.492539376020432,0.506431043148041,0.0793182477355003,0.0723170414566994,0.16152149438858
-1,0.212500005960464,-0.312533259391785,0.291924744844437,-0.275072157382965,0.32338073849678,-0.304064095020294,0.244170740246773,-0.273210674524307,-0.316430985927582,0.280271619558334,-0.269052952528,0.270624548196793,-0.267116546630859,0.273696064949036,-0.20822262763977,0.295540928840637,0.434387177228928,0.436441004276276,0.404767125844955,0.445274829864502,0.340490698814392,0.461917340755463,0.0862376540899277,0.0694210529327393,0.141743019223213
-1,0.224999994039536,-0.29247659444809,0.29247659444809,-0.29247659444809,0.29247659444809,-0.29247659444809,0.29247659444809,-0.29247659444809,-0.263662129640579,0.263662129640579,-0.263662129640579,0.263662129640579,-0.263662129640579,0.263662129640579,-0.263662129640579,0.443861275911331,0.443861275911331,0.443861275911331,0.443861275911331,0.443861275911331,0.443861275911331,0.443861275911331,0.0501520298421383,0.0753541365265846,0.1347496509552
-1,0.237499997019768,-0.261308640241623,0.239279121160507,-0.219659045338631,0.232178956270218,-0.226592600345612,0.274084031581879,-0.24519045650959,-0.22672538459301,0.276645243167877,-0.224647358059883,0.243175193667412,-0.2420254945755,0.225514337420464,-0.232414528727531,0.456952005624771,0.498890966176987,0.506512343883514,0.497726500034332,0.443720698356628,0.487265765666962,0.492595106363297,0.0924112349748611,0.10033356398344,0.159778162837029
-1,0.25,-0.281881392002106,0.246557220816612,-0.276932179927826,0.25679424405098,-0.239619880914688,0.254842042922974,-0.265352934598923,-0.280771136283875,0.283630043268204,-0.272286623716354,0.253299623727798,-0.245609804987907,0.275102734565735,-0.237398311495781,0.483402252197266,0.472312271595001,0.450134843587875,0.453827917575836,0.457487016916275,0.522885739803314,0.437322676181793,0.0561585687100887,0.0663591846823692,0.201139762997627
-1,0.262499988079071,-0.21474976837635,0.268170893192291,-0.240115821361542,0.247188210487366,-0.275728434324265,0.264826685190201,-0.258266478776932,-0.250655174255371,0.260500997304916,-0.253717541694641,0.263922303915024,-0.30674546957016,0.253025263547897,-0.269685357809067,0.480736553668976,0.47653990983963,0.48229706287384,0.47880420088768,0.48049533367157,0.475107938051224,0.463822841644287,0.0745008811354637,0.0605386197566986,0.160572811961174
-1,0.275000005960464,-0.256110221147537,0.260199517011642,-0.27141198515892,0.228576555848122,-0.288630276918411,0.257195740938187,-0.269873380661011,-0.257106810808182,0.25859472155571,-0.29279762506485,0.263622045516968,-0.261560529470444,0.297630280256271,-0.265496969223022,0.448261737823486,0.456373780965805,0.488558441400528,0.462232500314713,0.474017471075058,0.442999690771103,0.460143595933914,0.0621215179562569,0.0675902664661408,0.163860499858856
-1,0.287499994039536,-0.306188434362411,0.306188434362411,-0.306188434362411,0.306188434362411,-0.306188434362411,0.306188434362411,-0.306188434362411,-0.265661120414734,0.265661120414734,-0.265661120414734,0.265661120414734,-0.265661120414734,0.265661120414734,-0.265661120414734,0.428150445222855,0.428150445222855,0.428150445222855,0.428150445222855,0.428150445222855,0.428150445222855,0.428150445222855,0.101845003664494,0.0479006581008434,0.118970036506653
-1,0.300000011920929,-0.264071345329285,0.269574791193008,-0.232212781906128,0.263125449419022,-0.25100302696228,0.261822879314423,-0.254384368658066,-0.276675373315811,0.266520529985428,-0.255594611167908,0.250643134117126,-0.28212097287178,0.234430640935898,-0.271745592355728,0.482703298330307,0.457587331533432,0.481792002916336,0.477477014064789,0.480261474847794,0.480746269226074,0.492538213729858,0.0377678237855434,0.059506967663765,0.163448363542557
-1,0.3125,-0.290206521749496,0.335532695055008,-0.294198453426361,0.334651321172714,-0.316468864679337,0.353702157735825,-0.321555972099304,-0.318902015686035,0.297728836536407,-0.297497659921646,0.308763831853867,-0.297682911157608,0.349680244922638,-0.330088824033737,0.379774153232574,0.380785316228867,0.332183301448822,0.360244154930115,0.396215349435806,0.332595944404602,0.31691786646843,0.0606900006532669,0.0745101869106293,0.098457358777523
-1,0.324999988079071,-0.213721081614494,0.248710125684738,-0.25396516919136,0.290626049041748,-0.23967969417572,0.243429109454155,-0.299271285533905,-0.298377901315689,0.263294845819473,-0.255874276161194,0.257130682468414,-0.275917619466782,0.263417959213257,-0.263498067855835,0.47942242026329,0.475962221622467,0.485339969396591,0.46775233745575,0.435663521289825,0.478066205978394,0.493956118822098,0.0723200365900993,0.0470065213739872,0.163961499929428
-1,0.337500005960464,-0.259734988212585,0.270067811012268,-0.282131403684616,0.285350352525711,-0.264676243066788,0.27541184425354,-0.265040308237076,-0.299969613552094,0.279560506343842,-0.326734483242035,0.275112152099609,-0.271621644496918,0.280680924654007,-0.2649986743927,0.472939282655716,0.468021929264069,0.464809864759445,0.429082900285721,0.475675851106644,0.476184278726578,0.472518771886826,0.0543483830988407,0.050516065210104,0.161898538470268
-1,0.349999994039536,-0.267004698514938,0.267004698514938,-0.267004698514938,0.267004698514938,-0.267004698514938,0.267004698514938,-0.267004698514938,-0.243485391139984,0.243485391139984,-0.243485391139984,0.243485391139984,-0.243485391139984,0.243485391139984,-0.243485391139984,0.489509910345078,0.489509910345078,0.489509910345078,0.489509910345078,0.489509910345078,0.489509910345078,0.489509910345078,0.0483463816344738,0.0326269827783108,0.196393519639969
-1,0.362500011920929,-0.226036250591278,0.248737066984177,-0.246966823935509,0.243962854146957,-0.25694128870964,0.250137329101562,-0.229094326496124,-0.266978442668915,0.253252357244492,-0.281837970018387,0.263771414756775,-0.254153162240982,0.260911345481873,-0.275199592113495,0.496590286493301,0.518089115619659,0.499364465475082,0.464539587497711,0.509630560874939,0.500881314277649,0.497099816799164,0.0543494261801243,0.0735790207982063,0.159945741295815
-1,0.375,-0.305110394954681,0.300905764102936,-0.295088797807693,0.284762769937515,-0.306248933076859,0.325527936220169,-0.296364217996597,-0.315773963928223,0.310670852661133,-0.316669911146164,0.296968668699265,-0.309891402721405,0.364339888095856,-0.34894123673439,0.403623580932617,0.363276213407516,0.381375938653946,0.377260476350784,0.367875754833221,0.362587571144104,0.348704189062119,0.0853925794363022,0.0851574167609215,0.0846021994948387
-1,0.387499988079071,-0.321499466896057,0.321499466896057,-0.321499466896057,0.321499466896057,-0.321499466896057,0.321499466896057,-0.321499466896057,-0.290835589170456,0.290835589170456,-0.290835589170456,0.290835589170456,-0.290835589170456,0.290835589170456,-0.290835589170456,0.387664943933487,0.387664943933487,0.387664943933487,0.387664943933487,0.387664943933487,0.387664943933487,0.387664943933487,0.0806415602564812,0.039670679718256,0.00741625251248479
-1,0.400000005960465,-0.2508844435215,0.269884645938873,-0.293098419904709,0.251388043165207,-0.275919228792191,0.256596446037292,-0.263093322515488,-0.242659538984299,0.250246495008469,-0.24455614387989,0.257110089063644,-0.244149133563042,0.274647027254105,-0.259410500526428,0.460902392864227,0.513651013374329,0.485950410366058,0.491093635559082,0.481691628694534,0.493797689676285,0.493885308504105,0.0912238731980324,0.0731558948755264,0.162646517157555
-1,0.412499994039536,-0.327081769704819,0.327081769704819,-0.327081769704819,0.327081769704819,-0.327081769704819,0.327081769704819,-0.327081769704819,-0.319848388433456,0.319848388433456,-0.319848388433456,0.319848388433456,-0.319848388433456,0.319848388433456,-0.319848388433456,0.353069841861725,0.353069841861725,0.353069841861725,0.353069841861725,0.353069841861725,0.353069841861725,0.353069841861725,0.102378442883492,0.0951520055532455,0.101467721164227
-1,0.425000011920929,-0.238864183425903,0.275151669979095,-0.258990049362183,0.257620245218277,-0.262922316789627,0.246631368994713,-0.242828205227852,-0.273776173591614,0.274170428514481,-0.241877123713493,0.283902585506439,-0.251880794763565,0.271224528551102,-0.273967951536179,0.47441977262497,0.482559591531754,0.476143568754196,0.46824449300766,0.481978744268417,0.479028910398483,0.51480633020401,0.0390793643891811,0.0556536391377449,0.161489814519882
-1,0.4375,-0.293522328138351,0.303599387407303,-0.336393684148788,0.294032156467438,-0.295314580202103,0.341497212648392,-0.323460042476654,-0.29561311006546,0.295371383428574,-0.318176299333572,0.295794874429703,-0.318392872810364,0.31121501326561,-0.328539609909058,0.335345447063446,0.373128294944763,0.406059414148331,0.422563046216965,0.31191623210907,0.360338091850281,0.369227677583694,0.0850205793976784,0.0478089414536953,0.0971270203590393
-1,0.449999988079071,-0.332298099994659,0.332298099994659,-0.332298099994659,0.332298099994659,-0.332298099994659,0.332298099994659,-0.332298099994659,-0.360708326101303,0.360708326101303,-0.360708326101303,0.360708326101303,-0.360708326101303,0.360708326101303,-0.360708326101303,0.306993573904037,0.306993573904037,0.306993573904037,0.306993573904037,0.306993573904037,0.306993573904037,0.306993573904037,0.123471990227699,0.0484842881560326,0.0198015253990889
-1,0.462500005960465,-0.256791621446609,0.240373507142067,-0.269946873188019,0.220866590738296,-0.262076646089554,0.243813022971153,-0.280240118503571,-0.242244303226471,0.252700448036194,-0.292365729808807,0.281450867652893,-0.301421940326691,0.28212371468544,-0.249573454260826,0.487619459629059,0.476465791463852,0.470363408327103,0.493754357099533,0.483125507831574,0.484815537929535,0.471291482448578,0.074953630566597,0.0440424159169197,0.199127495288849
-1,0.474999994039536,-0.355324566364288,0.355324566364288,-0.355324566364288,0.355324566364288,-0.355324566364288,0.355324566364288,-0.355324566364288,-0.397865831851959,0.397865831851959,-0.397865831851959,0.397865831851959,-0.397865831851959,0.397865831851959,-0.397865831851959,0.246809586882591,0.246809586882591,0.246809586882591,0.246809586882591,0.246809586882591,0.246809586882591,0.246809586882591,0.0887151882052422,0.0677875056862831,0.143925696611404
-1,0.487500011920929,-0.242706403136253,0.242706403136253,-0.242706403136253,0.242706403136253,-0.242706403136253,0.242706403136253,-0.242706403136253,-0.228116005659103,0.228116005659103,-0.228116005659103,0.228116005659103,-0.228116005659103,0.228116005659103,-0.228116005659103,0.529177606105804,0.529177606105804,0.529177606105804,0.529177606105804,0.529177606105804,0.529177606105804,0.529177606105804,0.0110174836590886,0.0354402922093868,0.126135274767876
-1,0.5,-0.297022938728333,0.298004359006882,-0.288733333349228,0.306749016046524,-0.365073323249817,0.279203206300735,-0.255233943462372,-0.303848057985306,0.252967208623886,-0.304907947778702,0.299244731664658,-0.26979386806488,0.311382502317429,-0.305602461099625,0.456664443016052,0.435385853052139,0.406944334506989,0.344463706016541,0.432066887617111,0.494394302368164,0.396706610918045,0.0354350134730339,0.0798768699169159,0.0889989584684372
-1,0.512499988079071,-0.215754985809326,0.240996599197388,-0.234421938657761,0.234845921397209,-0.24392506480217,0.258437931537628,-0.242392063140869,-0.268945842981338,0.237209632992744,-0.255792826414108,0.226659029722214,-0.261891484260559,0.25665819644928,-0.225003197789192,0.51431941986084,0.466960996389389,0.493967235088348,0.495673507452011,0.508962333202362,0.475604355335236,0.4846331179142,0.0522297248244286,0.0558806136250496,0.162594377994537
-1,0.524999976158142,-0.232707977294922,0.300517112016678,-0.234733492136002,0.252817869186401,-0.244263425469398,0.273195058107376,-0.244332313537598,-0.26938995718956,0.238495007157326,-0.282288461923599,0.236738309264183,-0.258169889450073,0.259810775518417,-0.210021033883095,0.539302170276642,0.455036997795105,0.506470501422882,0.430654317140579,0.463468343019486,0.488819420337677,0.480240821838379,0.0842554792761803,0.0746580958366394,0.174765527248383
-1,0.537500023841858,-0.271396189928055,0.271396189928055,-0.271396189928055,0.271396189928055,-0.271396189928055,0.271396189928055,-0.271396189928055,-0.495822459459305,0.495822459459305,-0.495822459459305,0.495822459459305,-0.495822459459305,0.495822459459305,-0.495822459459305,0.232781335711479,0.232781335711479,0.232781335711479,0.232781335711479,0.232781335711479,0.232781335711479,0.232781335711479,0.16522254049778,0.292370557785034,0.018239239230752
-1,0.550000011920929,-0.254599511623383,0.259511083364487,-0.268743306398392,0.2576924264431,-0.236962839961052,0.251442104578018,-0.250425815582275,-0.243172705173492,0.192150935530663,-0.217121809720993,0.268275290727615,-0.208418488502502,0.256409376859665,-0.236456230282783,0.491241216659546,0.517118215560913,0.512105107307434,0.481278091669083,0.529218137264252,0.50492662191391,0.521596252918243,0.0426765941083431,0.0621865279972553,0.162570908665657
-1,0.5625,-0.181917190551758,0.181917190551758,-0.181917190551758,0.181917190551758,-0.181917190551758,0.181917190551758,-0.181917190551758,-0.313251435756683,0.313251435756683,-0.313251435756683,0.313251435756683,-0.313251435756683,0.313251435756683,-0.313251435756683,0.504831373691559,0.504831373691559,0.504831373691559,0.504831373691559,0.504831373691559,0.504831373691559,0.504831373691559,0.0280558317899704,0.13929146528244,0.0673601403832436
-1,0.574999988079071,-0.242872714996338,0.223333299160004,-0.269191831350327,0.197302177548409,-0.227674335241318,0.255213171243668,-0.281828671693802,-0.237807139754295,0.243857130408287,-0.260141253471375,0.217045515775681,-0.292556047439575,0.243188470602036,-0.241483151912689,0.471205234527588,0.467367768287659,0.531178414821625,0.542828142642975,0.505202770233154,0.513692796230316,0.504695951938629,0.0571688376367092,0.041172668337822,0.159921795129776
-1,0.587499976158142,-0.243653953075409,0.270675778388977,-0.222452029585838,0.208520352840424,-0.293374061584473,0.205353900790215,-0.225386276841164,-0.262406378984451,0.288734555244446,-0.241872578859329,0.261932849884033,-0.263744950294495,0.228033557534218,-0.277516901493072,0.470103800296783,0.529004335403442,0.504226386547089,0.490760803222656,0.48628306388855,0.50818008184433,0.502625286579132,0.0918744653463364,0.0601918771862984,0.19258651137352
-1,0.600000023841858,-0.329887568950653,0.329887568950653,-0.329887568950653,0.329887568950653,-0.329887568950653,0.329887568950653,-0.329887568950653,-0.234745621681213,0.234745621681213,-0.234745621681213,0.234745621681213,-0.234745621681213,0.234745621681213,-0.234745621681213,0.435366809368134,0.435366809368134,0.435366809368134,0.435366809368134,0.435366809368134,0.435366809368134,0.435366809368134,0.0716259181499481,0.0192225109785795,0.0145458485931158
-1,0.612500011920929,-0.281553030014038,0.257086336612701,-0.268144935369492,0.250090956687927,-0.267351716756821,0.215733796358109,-0.266491085290909,-0.24085907638073,0.226363003253937,-0.232668623328209,0.235884130001068,-0.268303006887436,0.246385186910629,-0.242815539240837,0.484775960445404,0.431396752595902,0.531182885169983,0.500651717185974,0.510263383388519,0.470754206180573,0.505099594593048,0.0384717173874378,0.0412610247731209,0.193779021501541
