Delta, delta, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-1.5, 0.25, 0.49999999999999595, 0.4999999999999962, 0.9999999999999922, -6.823635886875622e-18, 6.823635886868025e-18, 0.9999999999999922, 3.783245759536986e-17, -3.783245759536363e-17, 0.9999999999999922, -5.111840027064163e-17, 5.1118400270638674e-17, 0.9999999999999922, 4.576594324411294e-17, -4.576594324411216e-17, 0.9999999999999922, -6.433137586874045e-18, 6.433137586877644e-18, 0.9999999999999922, -8.713444992109402e-18, 8.713444992103702e-18, 0.9999999999999922, 3.096627585184322e-20, 3.0966275851845403e-20, 0.9999999999999922
-1.5, 0.2625, 0.4999999999999966, 0.49999999999999695, 0.9999999999999934, 6.90560828948666e-18, -6.905608289497833e-18, 0.9999999999999934, 1.6302944583542323e-16, -1.6302944583541512e-16, 0.9999999999999934, -1.269323428470017e-16, 1.269323428469974e-16, 0.9999999999999934, 1.236293871536661e-16, -1.2362938715366463e-16, 0.9999999999999934, -2.0985250414162018e-16, 2.0985250414162096e-16, 0.9999999999999934, 2.1027563781285088e-16, -2.1027563781285268e-16, 0.9999999999999934, 1.2796978274970783e-20, 1.279697827497378e-20, 0.9999999999999934
-1.5, 0.275, 0.5000000000000031, 0.5000000000000034, 1.0000000000000067, 1.1450142306972627e-17, -1.1450142306981793e-17, 1.0000000000000067, 1.0874177009606151e-16, -1.0874177009605455e-16, 1.0000000000000067, -8.69255737297489e-17, 8.69255737297459e-17, 1.0000000000000067, 9.506324426163533e-17, -9.506324426163491e-17, 1.0000000000000067, -1.574752238786924e-16, 1.5747522387869632e-16, 1.0000000000000067, 1.5013457632429162e-16, -1.5013457632429704e-16, 1.0000000000000067, -1.2654029566887774e-19, -1.2654029566887697e-19, 1.0000000000000067
-1.5, 0.28750000000000003, 0.5000000000000004, 0.5000000000000007, 1.0000000000000009, 1.921068065463707e-18, -1.9210680654744567e-18, 1.0000000000000009, 9.993739636168015e-17, -9.993739636167157e-17, 1.0000000000000009, -8.399222802616737e-17, 8.39922280261625e-17, 1.0000000000000009, 1.0345771428358995e-16, -1.034577142835878e-16, 1.0000000000000009, -1.0580559039917273e-16, 1.0580559039917554e-16, 1.0000000000000009, 1.2361995740141784e-16, -1.2361995740142314e-16, 1.0000000000000009, -3.243081970302681e-20, -3.243081970302709e-20, 1.0000000000000009
-1.5, 0.30000000000000004, 0.5000000000000037, 0.5000000000000039, 1.0000000000000075, -1.3242719989020746e-17, 1.3242719989004032e-17, 1.0000000000000075, 1.197848105300431e-16, -1.1978481053002962e-16, 1.0000000000000075, -1.0981269764910861e-16, 1.0981269764910209e-16, 1.0000000000000075, 8.705330118533737e-17, -8.705330118533551e-17, 1.0000000000000075, -1.2314337192212596e-16, 1.2314337192213363e-16, 1.0000000000000075, 1.0377834455455459e-16, -1.0377834455456603e-16, 1.0000000000000075, 6.299630524655536e-20, 6.299630524655752e-20, 1.0000000000000075
-1.5, 0.3125, 0.49999999999999944, 0.4999999999999992, 0.9999999999999987, -5.865755675880278e-19, 5.865755675865933e-19, 0.9999999999999987, -4.2059729966077735e-17, 4.20597299660789e-17, 0.9999999999999987, 3.327492145202789e-17, -3.3274921452028434e-17, 0.9999999999999987, -4.491886012975708e-17, 4.49188601297573e-17, 0.9999999999999987, 7.709523908680253e-17, -7.709523908680232e-17, 0.9999999999999987, -8.940244825299987e-17, 8.940244825299947e-17, 0.9999999999999987, 5.747488216754121e-20, 5.747488216754301e-20, 0.9999999999999987
-1.5, 0.325, 0.5000000000000009, 0.5000000000000008, 1.0000000000000016, -1.1042807836127764e-17, 1.1042807836122116e-17, 1.0000000000000016, -6.60619371790797e-17, 6.606193717908425e-17, 1.0000000000000016, 5.174995194288255e-17, -5.174995194288481e-17, 1.0000000000000016, -6.012447235928249e-17, 6.012447235928382e-17, 1.0000000000000016, 1.3295748750636273e-16, -1.3295748750636333e-16, 1.0000000000000016, -1.4138673192500743e-16, 1.413867319250081e-16, 1.0000000000000016, -3.2968875188621954e-23, -3.296887518917961e-23, 1.0000000000000016
-1.5, 0.3375, 0.49999999999999667, 0.49999999999999645, 0.9999999999999931, 1.7659270958153514e-17, -1.7659270958172016e-17, 0.9999999999999931, -1.0184748678424507e-16, 1.0184748678426083e-16, 0.9999999999999931, 9.476991190597942e-17, -9.476991190598776e-17, 0.9999999999999931, -8.830099341439887e-17, 8.830099341440247e-17, 0.9999999999999931, 1.0813244637457713e-16, -1.0813244637456964e-16, 0.9999999999999931, -7.787091893555042e-17, 7.78709189355388e-17, 0.9999999999999931, -2.002108214984407e-20, -2.002108214984116e-20, 0.9999999999999931
-1.5, 0.35000000000000003, 0.49999999999999784, 0.4999999999999979, 0.9999999999999958, -2.1961962961087906e-17, 2.196196296108538e-17, 0.9999999999999958, 8.537222286222499e-17, -8.537222286222309e-17, 0.9999999999999958, -7.237543306046749e-17, 7.23754330604663e-17, 0.9999999999999958, 6.854411921119228e-17, -6.854411921119165e-17, 0.9999999999999958, -8.633984586110865e-17, 8.633984586110928e-17, 0.9999999999999958, 6.069265447534726e-17, -6.069265447534854e-17, 0.9999999999999958, -2.0444852678545545e-20, -2.0444852678545377e-20, 0.9999999999999958
-1.5, 0.36250000000000004, 0.5000000000000029, 0.5000000000000027, 1.0000000000000056, 1.782088008038151e-17, -1.7820880080384443e-17, 1.0000000000000056, -8.168788447888821e-17, 8.168788447889021e-17, 1.0000000000000056, 8.30821763928518e-17, -8.308217639285244e-17, 1.0000000000000056, -8.827498472329872e-17, 8.827498472329908e-17, 1.0000000000000056, 8.608113967098276e-17, -8.608113967098171e-17, 1.0000000000000056, -5.907251506308224e-17, 5.907251506308064e-17, 1.0000000000000056, -5.114709385160972e-20, -5.1147093851608536e-20, 1.0000000000000056
-1.5, 0.375, 0.5000000000000127, 0.5000000000000127, 1.0000000000000253, 3.811493856699153e-18, -3.8114938567001486e-18, 1.0000000000000253, -3.317503839130197e-17, 3.317503839130266e-17, 1.0000000000000253, 7.543528858938624e-18, -7.543528858939053e-18, 1.0000000000000253, -9.550643577714427e-18, 9.550643577714566e-18, 1.0000000000000253, 4.143007765976881e-17, -4.1430077659768684e-17, 1.0000000000000253, -6.364298568452131e-17, 6.364298568452112e-17, 1.0000000000000253, 2.1128194881675323e-20, 2.112819488167601e-20, 1.0000000000000253
-1.5, 0.3875, 0.5000000000000033, 0.5000000000000033, 1.0000000000000067, 9.108321329589932e-18, -9.1083213296053e-18, 1.0000000000000067, -2.2166522477511312e-17, 2.2166522477525694e-17, 1.0000000000000067, 2.0376651788143015e-17, -2.0376651788156885e-17, 1.0000000000000067, -6.646111651209592e-18, 6.6461116512243376e-18, 1.0000000000000067, 1.7963405175585668e-17, -1.7963405175604006e-17, 1.0000000000000067, -1.0960665222587394e-17, 1.0960665222607008e-17, 1.0000000000000067, -9.194561640155539e-20, -9.19456164015555e-20, 1.0000000000000067
-1.5, 0.4, 0.5000000000000012, 0.5000000000000014, 1.0000000000000027, 1.0858217151206713e-17, -1.0858217151207326e-17, 1.0000000000000027, 1.7796585983453412e-17, -1.7796585983453027e-17, 1.0000000000000027, -2.7150697445809063e-17, 2.715069744580896e-17, 1.0000000000000027, 3.644209189166617e-17, -3.6442091891666165e-17, 1.0000000000000027, -5.0543317479970894e-17, 5.054331747997103e-17, 1.0000000000000027, 4.1643892508241586e-17, -4.1643892508241814e-17, 1.0000000000000027, -4.26036961070835e-20, -4.260369610708314e-20, 1.0000000000000027
-1.5, 0.41250000000000003, 0.4999999999999991, 0.49999999999999906, 0.9999999999999981, 3.9744090541940585e-17, -3.9744090541944314e-17, 0.9999999999999981, -4.348603731966343e-17, 4.3486037319666475e-17, 0.9999999999999981, 2.602218682267169e-17, -2.6022186822672973e-17, 0.9999999999999981, -1.969301437533544e-18, 1.9693014375341344e-18, 0.9999999999999981, -4.07148381476827e-17, 4.0714838147684285e-17, 0.9999999999999981, 5.58293270961977e-17, -5.58293270962002e-17, 0.9999999999999981, 2.312521934977694e-20, 2.3125219349776388e-20, 0.9999999999999981
-1.5, 0.42500000000000004, 0.49999999999999756, 0.49999999999999745, 0.9999999999999949, 2.7103641123725608e-17, -2.710364112372684e-17, 0.9999999999999949, -5.466479843561502e-17, 5.466479843561579e-17, 0.9999999999999949, 3.8417326113534913e-17, -3.841732611353537e-17, 0.9999999999999949, -5.3977679856708954e-17, 5.3977679856709564e-17, 0.9999999999999949, 1.9405225585556357e-17, -1.94052255855572e-17, 0.9999999999999949, -5.331726815773213e-18, 5.331726815774097e-18, 0.9999999999999949, 1.2622470014901258e-19, 1.2622470014901316e-19, 0.9999999999999949
-1.5, 0.4375, 0.5000000000000084, 0.5000000000000087, 1.000000000000017, -1.294058200803786e-17, 1.2940582008034493e-17, 1.000000000000017, 8.0833754256355e-17, -8.083375425635268e-17, 1.000000000000017, -7.097174839222373e-17, 7.097174839222288e-17, 1.000000000000017, 6.368577742645705e-17, -6.368577742645652e-17, 1.000000000000017, -1.1095342351211002e-16, 1.109534235121115e-16, 1.000000000000017, 8.727703355719833e-17, -8.727703355720055e-17, 1.000000000000017, 2.8350775601064353e-20, 2.835077560106556e-20, 1.000000000000017
-1.5, 0.45, 0.5000000000000054, 0.5000000000000054, 1.0000000000000109, 1.2285604233832912e-17, -1.2285604233836607e-17, 1.0000000000000109, 7.059636492851047e-18, -7.059636492847849e-18, 1.0000000000000109, -1.1691338026800406e-17, 1.1691338026798732e-17, 1.0000000000000109, 1.2567225526256105e-17, -1.2567225526255236e-17, 1.0000000000000109, -4.330624320075103e-17, 4.330624320075222e-17, 1.0000000000000109, 3.538707522625058e-17, -3.5387075226252324e-17, 1.0000000000000109, 9.57345172651705e-20, 9.573451726517057e-20, 1.0000000000000109
-1.5, 0.4625, 0.5000000000000113, 0.5000000000000113, 1.0000000000000226, -5.102694698596495e-20, 5.1026946984382413e-20, 1.0000000000000226, -1.4618275706463965e-17, 1.461827570646527e-17, 1.0000000000000226, 2.025909302412368e-17, -2.0259093024124268e-17, 1.0000000000000226, -4.2415833070446536e-18, 4.241583307044997e-18, 1.0000000000000226, 1.9890845263303472e-17, -1.9890845263302816e-17, 1.0000000000000226, -4.579178679846387e-18, 4.5791786798454105e-18, 1.0000000000000226, -7.822994953002794e-20, -7.822994953002768e-20, 1.0000000000000226
-1.5, 0.47500000000000003, 0.4999999999999938, 0.49999999999999356, 0.9999999999999873, -7.791270022321253e-17, 7.791270022320483e-17, 0.9999999999999873, -4.762525414296698e-18, 4.762525414302781e-18, 0.9999999999999873, 4.989777259701557e-17, -4.9897772597018097e-17, 0.9999999999999873, -6.46229045932518e-17, 6.462290459325347e-17, 0.9999999999999873, 2.047060504818822e-16, -2.0470605048188249e-16, 0.9999999999999873, -2.3518665880223028e-16, 2.351866588022304e-16, 0.9999999999999873, -1.0131343488756138e-19, -1.0131343488756173e-19, 0.9999999999999873
-1.5, 0.48750000000000004, 0.5000000000000036, 0.5000000000000037, 1.0000000000000073, -5.426041496167363e-17, 5.426041496160987e-17, 1.0000000000000073, 6.11834504946296e-17, -6.1183450494569e-17, 1.0000000000000073, -3.916049311885464e-17, 3.916049311880216e-17, 1.0000000000000073, 3.191254768769123e-17, -3.1912547687642265e-17, 1.0000000000000073, 3.094012509304354e-17, -3.094012509308102e-17, 1.0000000000000073, -2.1987685485992667e-17, 2.1987685486024786e-17, 1.0000000000000073, -2.527246965782058e-20, -2.527246965782137e-20, 1.0000000000000073
-1.5, 0.5, 0.4999999999999973, 0.4999999999999969, 0.9999999999999942, -2.9344484176786353e-16, 2.934448417678578e-16, 0.9999999999999942, 2.6253142844070833e-16, -2.6253142844070266e-16, 0.9999999999999942, -1.8881289721784324e-16, 1.8881289721783523e-16, 0.9999999999999942, 1.5882970063849097e-16, -1.5882970063848285e-16, 0.9999999999999942, -7.333585518132776e-17, 7.333585518132218e-17, 0.9999999999999942, 4.9252426351176064e-17, -4.925242635117129e-17, 0.9999999999999942, 8.98524922385791e-20, 8.985249223857899e-20, 0.9999999999999942
-1.5, 0.5125000000000001, 0.500000000000004, 0.500000000000004, 1.000000000000008, -8.953029467346568e-17, 8.953029467345397e-17, 1.000000000000008, 7.358813024946721e-17, -7.358813024945574e-17, 1.000000000000008, -5.318740667015069e-17, 5.318740667014368e-17, 1.000000000000008, 3.396657829996154e-17, -3.396657829995648e-17, 1.000000000000008, -6.947859815472001e-18, 6.947859815473983e-18, 1.000000000000008, 8.435108328827533e-18, -8.435108328830932e-18, 1.000000000000008, 1.9591532850095405e-19, 1.959153285009531e-19, 1.000000000000008
-1.5, 0.525, 0.5000000000000071, 0.5000000000000071, 1.0000000000000142, -6.301695516525738e-17, 6.30169551652523e-17, 1.0000000000000142, 5.832440856259907e-17, -5.832440856259423e-17, 1.0000000000000142, -5.375488671673423e-17, 5.375488671673222e-17, 1.0000000000000142, 5.168670109076686e-17, -5.1686701090765934e-17, 1.0000000000000142, -1.0211604706894452e-17, 1.0211604706896944e-17, 1.0000000000000142, 1.8876776592328722e-17, -1.8876776592331804e-17, 1.0000000000000142, -8.574580266396794e-20, -8.574580266396712e-20, 1.0000000000000142
-1.5, 0.5375, 0.5000000000000044, 0.5000000000000046, 1.000000000000009, 1.7501084924406398e-16, -1.7501084924406536e-16, 1.000000000000009, -1.5371180022367028e-16, 1.5371180022367144e-16, 1.000000000000009, 1.2180700246700412e-16, -1.2180700246700483e-16, 1.000000000000009, -1.0835698558985053e-16, 1.0835698558985106e-16, 1.000000000000009, 6.647496306780525e-17, -6.647496306780531e-17, 1.000000000000009, -5.210915036744558e-17, 5.210915036744557e-17, 1.000000000000009, 1.5297997429534589e-19, 1.5297997429534577e-19, 1.000000000000009
-1.5, 0.55, 0.4999999999999968, 0.49999999999999695, 0.9999999999999937, 3.1566881530239196e-17, -3.1566881530245704e-17, 0.9999999999999937, -2.3097676720089943e-17, 2.309767672009624e-17, 0.9999999999999937, 2.1237953104714454e-17, -2.123795310471801e-17, 0.9999999999999937, -1.341651357391418e-17, 1.341651357391671e-17, 0.9999999999999937, -1.0295655261886737e-17, 1.0295655261887942e-17, 0.9999999999999937, 1.6766878134655137e-17, -1.676687813465697e-17, 0.9999999999999937, -1.1578748427592806e-19, -1.157874842759282e-19, 0.9999999999999937
-1.5, 0.5625, 0.4999999999999999, 0.5, 0.9999999999999999, 1.3041565765044667e-16, -1.3041565765048984e-16, 0.9999999999999999, -1.260601265909481e-16, 1.2606012659099129e-16, 0.9999999999999999, 1.2403561889103713e-16, -1.2403561889107867e-16, 0.9999999999999999, -1.0809617972731855e-16, 1.0809617972736067e-16, 0.9999999999999999, 3.373611285035921e-17, -3.373611285039962e-17, 0.9999999999999999, -4.812527829406922e-17, 4.812527829410871e-17, 0.9999999999999999, 7.136808462835041e-20, 7.13680846283467e-20, 0.9999999999999999
-1.5, 0.5750000000000001, 0.5000000000000022, 0.5000000000000021, 1.0000000000000042, -1.9030254993459445e-16, 1.9030254993458745e-16, 1.0000000000000042, 1.6712722197310299e-16, -1.6712722197309645e-16, 1.0000000000000042, -1.1534765454628936e-16, 1.153476545462852e-16, 1.0000000000000042, 1.038421536292945e-16, -1.038421536292914e-16, 1.0000000000000042, -5.479107256620746e-17, 5.4791072566208914e-17, 1.0000000000000042, 3.096581620274023e-17, -3.0965816202742304e-17, 1.0000000000000042, 1.862382468397496e-19, 1.8623824683974815e-19, 1.0000000000000042
