theta, -1, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, prodSix, prodSiy, prodSiz
0.0, -1, -0.4999999999999999, -0.5, -0.5000000000000002, 0.33333333333333315, 0.33333333333333337, 0.3333333333333335, -0.4999999999999998, -0.5, -0.5000000000000002, 0.42222222222222205, 0.42222222222222217, 0.4222222222222224
0.001365650302, -1, -0.4999997691930077, -0.4999997691930078, -0.49999976919300804, 0.3333328717193492, 0.3333328717193492, 0.33333287171934955, -0.49999976919300776, -0.4999997691930077, -0.49999976919300815, 0.4220871895485584, 0.4220871895485584, 0.42208718954855884
0.002731300604, -1, -0.49999907452417147, -0.49999907452417136, -0.49999907452417175, 0.33333148238167654, 0.3333314823816764, 0.33333148238167687, -0.49999907452417147, -0.4999990745241714, -0.4999990745241717, 0.421951849078389, 0.42195184907838895, 0.4219518490783893
0.004096951089, -1, -0.4999979126036402, -0.49999791260364007, -0.49999791260364046, 0.33332915854061385, 0.3333291585406138, 0.3333291585406141, -0.4999979126036401, -0.49999791260364024, -0.49999791260364046, 0.42181619999420616, 0.42181619999420616, 0.4218161999942065
0.005462601208, -1, -0.49999628001837104, -0.49999628001837115, -0.49999628001837104, 0.3333258933700757, 0.33332589337007584, 0.3333258933700756, -0.49999628001837104, -0.4999962800183713, -0.49999628001837115, 0.4216802415526447, 0.42168024155264494, 0.4216802415526448
0.006828251327, -1, -0.49999417333043394, -0.49999417333043383, -0.4999941733304342, 0.33332167999420126, 0.3333216799942012, 0.3333216799942015, -0.4999941733304338, -0.49999417333043383, -0.49999417333043406, 0.4215439729208434, 0.42154397292084334, 0.42154397292084367
0.008193902177, -1, -0.4999915890764183, -0.49999158907641833, -0.49999158907641855, 0.33331651148617003, 0.3333165114861701, 0.3333165114861703, -0.4999915890764185, -0.4999915890764185, -0.4999915890764187, 0.4214073932305344, 0.42140739323053444, 0.4214073932305348
0.009559552297, -1, -0.49998852377283254, -0.49998852377283254, -0.4999885237728328, 0.3333103808789987, 0.3333103808789988, 0.333310380878999, -0.4999885237728324, -0.4999885237728325, -0.49998852377283265, 0.42127050183428905, 0.42127050183428905, 0.4212705018342894
0.010925202416, -1, -0.4999849739076785, -0.4999849739076785, -0.4999849739076786, 0.33330328114869023, 0.33330328114869023, 0.33330328114869034, -0.4999849739076785, -0.49998497390767843, -0.4999849739076787, 0.42113329786733694, 0.42113329786733694, 0.4211332978673371
0.012290852535, -1, -0.49998093594557197, -0.4999809359455719, -0.49998093594557236, 0.33329520522447736, 0.3332952052244774, 0.33329520522447786, -0.49998093594557186, -0.49998093594557186, -0.49998093594557236, 0.4209957805392889, 0.4209957805392889, 0.42099578053928943
0.013656502654, -1, -0.49997640632636076, -0.49997640632636087, -0.49997640632636087, 0.3332861459860552, 0.3332861459860554, 0.3332861459860552, -0.49997640632636076, -0.499976406326361, -0.49997640632636076, 0.42085794906158225, 0.4208579490615823, 0.4208579490615823
0.015022154236, -1, -0.4999713814593316, -0.49997138145933157, -0.499971381459332, 0.33327609625199656, 0.3332760962519966, 0.3332760962519971, -0.4999713814593316, -0.4999713814593315, -0.4999713814593321, 0.42071980249927876, 0.42071980249927876, 0.4207198024992793
0.016387804355, -1, -0.499965857745133, -0.4999658577451329, -0.4999658577451333, 0.33326504882359964, 0.33326504882359953, 0.3332650488235999, -0.4999658577451331, -0.49996585774513286, -0.4999658577451334, 0.4205813403634473, 0.42058134036344713, 0.42058134036344763
0.017753454474, -1, -0.4999598315433451, -0.4999598315433444, -0.49995983154334567, 0.33325299642002365, 0.33325299642002276, 0.33325299642002437, -0.49995983154334517, -0.4999598315433445, -0.4999598315433457, 0.42044256172326644, 0.4204425617232658, 0.4204425617232671
0.019119104593, -1, -0.4999532991933352, -0.49995329919333525, -0.4999532991933357, 0.3332399317200039, 0.3332399317200038, 0.3332399317200045, -0.49995329919333525, -0.4999532991933353, -0.49995329919333564, 0.42030346579773054, 0.42030346579773054, 0.420303465797731
0.020484754712, -1, -0.49994625700900325, -0.49994625700900325, -0.4999462570090031, 0.3332258473513401, 0.33322584735134, 0.33322584735133987, -0.4999462570090033, -0.4999462570090032, -0.49994625700900314, 0.42016405180789423, 0.4201640518078942, 0.42016405180789423
0.021850404831, -1, -0.49993870127864093, -0.4999387012786408, -0.4999387012786412, 0.3332107358906153, 0.3332107358906151, 0.3332107358906156, -0.49993870127864093, -0.4999387012786408, -0.4999387012786412, 0.4200243189769417, 0.4200243189769417, 0.42002431897694203
0.02321605495, -1, -0.4999306282647924, -0.4999306282647926, -0.49993062826479306, 0.3331945898629183, 0.33319458986291833, 0.3331945898629191, -0.49993062826479245, -0.4999306282647926, -0.4999306282647931, 0.4198842665302577, 0.4198842665302578, 0.4198842665302584
0.02458170507, -1, -0.4999220342041086, -0.49992203420410875, -0.49992203420410897, 0.33317740174155086, 0.33317740174155097, 0.3331774017415513, -0.49992203420410863, -0.49992203420410875, -0.49992203420410897, 0.4197438936953971, 0.41974389369539716, 0.4197438936953974
0.025947356652, -1, -0.49991291529718157, -0.49991291529718157, -0.49991291529718174, 0.33315916392769673, 0.3331591639276966, 0.33315916392769684, -0.4999129152971815, -0.4999129152971816, -0.49991291529718174, 0.4196031995516727, 0.41960319955167286, 0.41960319955167313
0.027313005308, -1, -0.49990326775862354, -0.49990326775862365, -0.4999032677586243, 0.3331398688505805, 0.33313986885058067, 0.3331398688505814, -0.4999032677586236, -0.4999032677586237, -0.49990326775862426, 0.4194621837840911, 0.41946218378409117, 0.41946218378409184
0.02867865689, -1, -0.4998930877052469, -0.4998930877052469, -0.499893087705247, 0.333119508743827, 0.333119508743827, 0.33311950874382723, -0.4998930877052468, -0.49989308770524693, -0.49989308770524704, 0.4193208450232946, 0.4193208450232947, 0.419320845023295
0.030044308472, -1, -0.49988237128885465, -0.4998823712888546, -0.4998823712888548, 0.3330980759110428, 0.3330980759110427, 0.3330980759110429, -0.4998823712888546, -0.4998823712888546, -0.4998823712888548, 0.41917918280855826, 0.4191791828085582, 0.41917918280855854
0.031409957128, -1, -0.499871114639263, -0.4998711146392629, -0.4998711146392633, 0.33307556261185944, 0.33307556261185933, 0.33307556261185983, -0.499871114639263, -0.4998711146392629, -0.49987111463926337, 0.4190371966845759, 0.41903719668457584, 0.4190371966845764
0.03277560871, -1, -0.4998593137866342, -0.4998593137866343, -0.4998593137866345, 0.3330519609066017, 0.3330519609066017, 0.3330519609066021, -0.4998593137866342, -0.4998593137866342, -0.4998593137866346, 0.41889488528577334, 0.4188948852857734, 0.4188948852857738
0.034141257366, -1, -0.49984696483308244, -0.49984696483308255, -0.4998469648330829, 0.33302726299949853, 0.33302726299949886, 0.33302726299949903, -0.49984696483308244, -0.4998469648330825, -0.4998469648330829, 0.4187522484676359, 0.4187522484676361, 0.41875224846763637
0.035506908948, -1, -0.4998340637502242, -0.49983406375022427, -0.4998340637502251, 0.33300146083378196, 0.3330014608337821, 0.3330014608337831, -0.4998340637502242, -0.4998340637502244, -0.4998340637502251, 0.4186092848674885, 0.4186092848674885, 0.4186092848674894
0.036872557604, -1, -0.4998206065907445, -0.4998206065907444, -0.4998206065907446, 0.33297454651482267, 0.3329745465148225, 0.3329745465148228, -0.49982060659074456, -0.4998206065907444, -0.4998206065907447, 0.41846599434945886, 0.4184659943494588, 0.4184659943494591
0.038238209186, -1, -0.499806589267088, -0.49980658926708793, -0.4998065892670881, 0.33294651186750956, 0.3329465118675097, 0.33294651186750973, -0.49980658926708793, -0.4998065892670879, -0.49980658926708804, 0.41832237555408064, 0.41832237555408064, 0.41832237555408086
0.039603860768, -1, -0.4997920077501756, -0.4997920077501753, -0.4997920077501758, 0.3329173488336843, 0.3329173488336842, 0.3329173488336845, -0.4997920077501756, -0.49979200775017557, -0.49979200775017574, 0.4181784280456965, 0.4181784280456963, 0.4181784280456967
0.040969509425, -1, -0.49977685798819255, -0.49977685798819294, -0.4997768579881932, 0.3328870493097192, 0.3328870493097196, 0.3328870493097199, -0.49977685798819255, -0.49977685798819294, -0.4997768579881932, 0.4180341513945715, 0.4180341513945718, 0.4180341513945722
0.042335161007, -1, -0.4997611358036839, -0.49976113580368375, -0.4997611358036841, 0.3328556049407007, 0.3328556049407009, 0.3328556049407011, -0.4997611358036837, -0.49976113580368364, -0.49976113580368386, 0.4178895442468696, 0.41788954424686947, 0.41788954424686986
0.043700809663, -1, -0.4997448371236249, -0.49974483712362505, -0.4997448371236255, 0.33282300758058336, 0.3328230075805836, 0.33282300758058403, -0.499744837123625, -0.49974483712362516, -0.49974483712362555, 0.41774460648972767, 0.41774460648972783, 0.41774460648972833
0.045066461245, -1, -0.4997279577098098, -0.4997279577098097, -0.4997279577098101, 0.3327892487529529, 0.3327892487529528, 0.3327892487529531, -0.49972795770980977, -0.4997279577098097, -0.49972795770981004, 0.4175993367731225, 0.4175993367731224, 0.4175993367731228
0.046432109901, -1, -0.4997104934381064, -0.4997104934381065, -0.49971049343810653, 0.33275432020954604, 0.3327543202095461, 0.33275432020954604, -0.49971049343810625, -0.4997104934381065, -0.4997104934381065, 0.41745373499417077, 0.4174537349941708, 0.417453734994171
0.047797761483, -1, -0.49969244000895896, -0.49969244000895896, -0.4996924400089589, 0.3327182133512514, 0.3327182133512512, 0.3327182133512513, -0.49969244000895907, -0.4996924400089589, -0.4996924400089589, 0.4173077998072153, 0.4173077998072151, 0.4173077998072152
0.049163410139, -1, -0.49967379324664063, -0.49967379324664024, -0.4996737932466404, 0.3326809198266145, 0.332680919826614, 0.3326809198266141, -0.4996737932466405, -0.49967379324664013, -0.49967379324664035, 0.4171615311196178, 0.41716153111961735, 0.41716153111961757
0.050529061721, -1, -0.499654548789628, -0.499654548789628, -0.49965454878962845, 0.3326424309125892, 0.33264243091258927, 0.33264243091258944, -0.4996545487896276, -0.4996545487896279, -0.4996545487896281, 0.4170149275904378, 0.4170149275904379, 0.4170149275904382
0.051894713303, -1, -0.4996347023669559, -0.4996347023669559, -0.49963470236695606, 0.33260273806724533, 0.33260273806724544, 0.33260273806724555, -0.4996347023669559, -0.4996347023669559, -0.4996347023669562, 0.4168679888224768, 0.4168679888224767, 0.41686798882247705
