Jz, D, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-4,-4,-3.80005298185968E-17,3.80005298185969E-17,1.00000000000001,3.18067194108114E-17,-3.18067194108111E-17,1.00000000000001,1.1981787320513E-17,-1.19817873205128E-17,1.00000000000001,-9.55968213803828E-18,9.55968213803829E-18,1.00000000000001,-1.71346849540584E-18,1.71346849540545E-18,1.00000000000001,-2.30245874425429E-17,2.3024587442543E-17,1.00000000000001,2.7206634025998E-18,-2.72066340259964E-18,1.00000000000001,-4.57554718370583E-19,-4.57554718370582E-19,1.00000000000001
-4,-3.9,1.10287795037781E-17,-1.10287795037802E-17,0.999999999999989,-2.78876922191961E-17,2.78876922191963E-17,0.999999999999989,1.46752412913838E-18,-1.46752412913634E-18,0.999999999999989,-5.27615314294788E-18,5.27615314294406E-18,0.999999999999989,2.31106855151347E-18,-2.31106855150829E-18,0.999999999999989,3.23552590304918E-17,-3.23552590304963E-17,0.999999999999989,-2.28497760362752E-18,2.28497760362928E-18,0.999999999999989,-1.90514580305788E-18,-1.90514580305788E-18,0.999999999999989
-4,-3.8,-3.17333257723442E-17,3.17333257723417E-17,1.00000000000001,1.12244892958094E-17,-1.12244892958094E-17,1.00000000000001,2.66455087975587E-17,-2.66455087975558E-17,1.00000000000001,-4.59128599973063E-17,4.59128599973021E-17,1.00000000000001,1.12207733318161E-17,-1.12207733318112E-17,1.00000000000001,3.01983426780917E-18,-3.01983426781306E-18,1.00000000000001,1.15650670179185E-18,-1.15650670178968E-18,1.00000000000001,1.5110463952711E-19,1.51104639527109E-19,1.00000000000001
-4,-3.7,2.94848897622984E-18,-2.94848897623619E-18,0.999999999999996,-1.69690130081559E-18,1.69690130081675E-18,0.999999999999996,2.10761859297943E-17,-2.10761859297894E-17,0.999999999999996,-1.45265551739463E-17,1.45265551739366E-17,0.999999999999996,6.37023083323263E-18,-6.37023083321976E-18,0.999999999999996,1.7987876290519E-17,-1.79878762905296E-17,0.999999999999996,-2.46229370593321E-18,2.46229370593747E-18,0.999999999999996,1.59626939645303E-18,1.59626939645303E-18,0.999999999999996
-4,-3.6,5.25827183266403E-17,-5.2582718326645E-17,1.00000000000001,-4.41816768650856E-17,4.41816768650875E-17,1.00000000000001,-2.13804669259147E-17,2.13804669259171E-17,1.00000000000001,2.75718429005685E-18,-2.75718429006266E-18,1.00000000000001,4.18239448879398E-18,-4.18239448878367E-18,1.00000000000001,2.90680776999889E-17,-2.90680776999983E-17,1.00000000000001,-1.16209618673112E-17,1.16209618673145E-17,1.00000000000001,3.51155095278403E-19,3.51155095278403E-19,1.00000000000001
-4,-3.5,-1.06036762933578E-17,1.06036762933573E-17,0.999999999999992,-1.20367465756926E-17,1.20367465756929E-17,0.999999999999992,-2.19980009152651E-18,2.19980009152665E-18,0.999999999999992,6.51742186176764E-18,-6.51742186176824E-18,0.999999999999992,-3.67328741436822E-19,3.67328741437931E-19,0.999999999999992,5.55676081528499E-18,-5.55676081528591E-18,0.999999999999992,1.26358494806331E-18,-1.2635849480631E-18,0.999999999999992,3.29954032944497E-19,3.29954032944497E-19,0.999999999999992
-4,-3.4,3.7815457206779E-17,-3.78154572067812E-17,1.00000000000002,-3.14493437295285E-17,3.14493437295291E-17,1.00000000000002,-1.28620067553613E-17,1.28620067553627E-17,1.00000000000002,2.6411325261905E-17,-2.6411325261908E-17,1.00000000000002,-7.42599554196481E-18,7.42599554197024E-18,1.00000000000002,2.15051330800859E-17,-2.15051330800906E-17,1.00000000000002,-6.46181604354776E-18,6.46181604354923E-18,1.00000000000002,9.9598213814115E-19,9.95982138141149E-19,1.00000000000002
-4,-3.3,5.01283618632646E-17,-5.0128361863265E-17,0.999999999999995,-3.39935196494209E-17,3.39935196494209E-17,0.999999999999995,-4.17062514909254E-17,4.17062514909257E-17,0.999999999999995,5.28230391940209E-17,-5.28230391940215E-17,0.999999999999995,-8.3064699806678E-18,8.30646998066855E-18,0.999999999999995,3.51130861530461E-17,-3.51130861530468E-17,0.999999999999995,-6.12071718273719E-18,6.12071718273739E-18,0.999999999999995,3.52799478156405E-19,3.52799478156405E-19,0.999999999999995
-4,-3.2,-1.33068259859542E-17,1.33068259859525E-17,0.999999999999988,3.18955955289663E-17,-3.18955955289663E-17,0.999999999999988,2.14637039874139E-17,-2.14637039874123E-17,0.999999999999988,-3.18317669506487E-17,3.18317669506458E-17,0.999999999999988,2.13931446292028E-18,-2.13931446291714E-18,0.999999999999988,-3.00895560646034E-17,3.0089556064601E-17,0.999999999999988,9.77486232184494E-18,-9.77486232184373E-18,0.999999999999988,-1.66738193111635E-19,-1.66738193111635E-19,0.999999999999988
-4,-3.1,4.73247199091384E-18,-4.73247199091474E-18,1,-7.19028639006202E-18,7.19028639006212E-18,1,-1.06085182606897E-18,1.06085182606974E-18,1,-1.3656049863493E-17,1.36560498634915E-17,1,2.38541822595386E-18,-2.38541822595196E-18,1,3.26318407261471E-18,-3.26318407261631E-18,1,9.62971633035914E-19,-9.629716330352E-19,1,-7.0162642027386E-20,-7.01626420273859E-20,1
