Jz, D, S1S1x, S1S1y, S1S1z, S1S2x, S1S2y, S1S2z, S1S3x, S1S3y, S1S3z, S1S4x, S1S4y, S1S4z, S1S5x, S1S5y, S1S5z, S1S6x, S1S6y, S1S6z, S1S7x, S1S7y, S1S7z, prodSix, prodSiy, prodSiz
-4,0.200000002980232,-2.00708149386161E-016,7.93685356398346E-017,-1.00308851074631E-017,-5.98610095225435E-017,5.97378787252813E-017,1.62692312719979E-018,-1.3003848329595E-017,2.00708149386161E-016,-7.93685356398346E-017,1.00308851074631E-017,5.98610095225435E-017,-5.97378787252813E-017,-1.62692312719979E-018,1.3003848329595E-017,1,1,1,1,1,1,1,-1.92780419427879E-020,-1.92780419427879E-020,1
-4,0.300000011920929,-5.74344189473375E-017,-7.70345363536754E-018,3.23000794312156E-017,-5.43005624786191E-017,3.79030402499028E-017,-2.4194973360172E-017,1.24963424181111E-017,5.74344189473375E-017,7.70345363536754E-018,-3.23000794312156E-017,5.43005624786191E-017,-3.79030402499028E-017,2.4194973360172E-017,-1.24963424181111E-017,1,1,1,1,1,1,1,-2.84401860209029E-021,-2.84401860209029E-021,1
-4,0.400000005960465,1.98941198953519E-016,-4.81739963321859E-017,-3.83580317730182E-018,3.46006937078522E-017,-4.28074569674562E-017,3.99831579537348E-017,-2.894407533719E-017,-1.98941198953519E-016,4.81739963321859E-017,3.83580317730182E-018,-3.46006937078522E-017,4.28074569674562E-017,-3.99831579537348E-017,2.894407533719E-017,1,1,1,1,1,1,1,-1.48507889450063E-021,-1.48507889450063E-021,1
-4,0.5,7.09153453495837E-017,6.33644595947325E-019,-1.1778712778704E-018,-1.91595605985018E-018,-4.07844709741721E-018,2.89340995390026E-017,-4.36995878017069E-017,-7.09153453495837E-017,-6.33644595947325E-019,1.1778712778704E-018,1.91595605985018E-018,4.07844709741721E-018,-2.89340995390026E-017,4.36995878017069E-017,1,1,1,1,1,1,1,2.89219137145513E-021,2.89219137145513E-021,1
-4,0.600000023841858,9.11051565058882E-017,-5.83348480574933E-017,2.90812880572003E-017,-3.17877932429718E-017,4.15778562956186E-017,-3.08833804309859E-017,-1.47243426446747E-017,-9.11051565058882E-017,5.83348480574933E-017,-2.90812880572003E-017,3.17877932429718E-017,-4.15778562956186E-017,3.08833804309859E-017,1.47243426446747E-017,1,1,1,1,1,1,1,1.72511750446557E-022,1.72511750446557E-022,1
-4,0.699999988079071,-5.52966368286432E-017,-2.92307364328315E-017,-4.3606745049754E-018,1.03105763792632E-017,8.98563238848088E-018,1.02285928543918E-018,-1.67453887443261E-019,5.52966368286432E-017,2.92307364328315E-017,4.3606745049754E-018,-1.03105763792632E-017,-8.98563238848088E-018,-1.02285928543918E-018,1.67453887443261E-019,1,1,1,1,1,1,1,7.53363679099004E-022,7.53363679099004E-022,1
-4,0.800000011920929,1.72891441814542E-016,2.62255379822284E-017,-9.76009793864876E-017,6.87421896791742E-017,-1.6621334141416E-017,-1.22946071287798E-017,4.74709060464056E-017,-1.72891441814542E-016,-2.62255379822284E-017,9.76009793864876E-017,-6.87421896791742E-017,1.6621334141416E-017,1.22946071287798E-017,-4.74709060464056E-017,1,1,1,1,1,1,1,-4.45625298878331E-021,-4.45625298878331E-021,1
-4,0.899999976158142,-9.70790813595258E-017,5.15988053095637E-017,-1.56905905161714E-017,6.09993485981691E-019,2.14809739180508E-017,-1.61584819209395E-017,6.43247738929001E-018,9.70790813595258E-017,-5.15988053095637E-017,1.56905905161714E-017,-6.09993485981691E-019,-2.14809739180508E-017,1.61584819209395E-017,-6.43247738929001E-018,1,1,1,1,1,1,1,7.62658101393191E-021,7.62658101393191E-021,1
-4,1,1.29272090532253E-016,-6.65450854756701E-017,-3.62475143544942E-017,1.0841559827201E-016,-3.85097970815451E-017,-6.49072016883661E-017,1.12736048638158E-016,-1.29272090532253E-016,6.65450854756701E-017,3.62475143544942E-017,-1.0841559827201E-016,3.85097970815451E-017,6.49072016883661E-017,-1.12736048638158E-016,1,1,1,1,1,1,1,-2.40797365413658E-021,-2.40797365413658E-021,1
-4,1.10000002384186,2.74111534904296E-016,-2.27885901293613E-018,-6.62050943915761E-017,3.40550489798653E-017,7.20266112173507E-018,-3.22992092372112E-017,6.69971876569058E-018,-2.74111534904296E-016,2.27885901293613E-018,6.62050943915761E-017,-3.40550489798653E-017,-7.20266112173507E-018,3.22992092372112E-017,-6.69971876569058E-018,1,1,1,1,1,1,1,1.85642012300259E-020,1.85642012300259E-020,1
-4,1.20000004768372,-3.7571804045412E-017,2.24696052969231E-017,-7.45548308569762E-018,-8.82959221054826E-018,2.73153136976812E-017,-1.61227990036752E-017,1.28774948366663E-017,3.7571804045412E-017,-2.24696052969231E-017,7.45548308569762E-018,8.82959221054826E-018,-2.73153136976812E-017,1.61227990036752E-017,-1.28774948366663E-017,1,1,1,1,1,1,1,-3.8186292146499E-021,-3.8186292146499E-021,1
-4,1.29999995231628,-4.23162771197223E-017,5.19100105083409E-017,-3.3307598652195E-017,4.66983325891709E-017,-1.59329610530943E-017,6.98023969964508E-018,-3.49399502555623E-017,4.23162771197223E-017,-5.19100105083409E-017,3.3307598652195E-017,-4.66983325891709E-017,1.59329610530943E-017,-6.98023969964508E-018,3.49399502555623E-017,1,1,1,1,1,1,1,-4.29819686830032E-021,-4.29819686830032E-021,1
-4,1.39999997615814,2.22802672943044E-016,-1.24487982271711E-016,3.45170293519762E-017,2.32363554026455E-018,3.18486042528842E-017,-6.84710398743793E-017,6.86424118449656E-017,-2.22802672943044E-016,1.24487982271711E-016,-3.45170293519762E-017,-2.32363554026455E-018,-3.18486042528842E-017,6.84710398743793E-017,-6.86424118449656E-017,1,1,1,1,1,1,1,-4.10925718416585E-021,-4.10925718416585E-021,1
-4,1.5,1.34875689934373E-016,-3.48062811772962E-017,3.912004130665E-017,-2.42695060556757E-018,2.80680513638269E-017,-2.29457304575086E-017,3.82480341223415E-017,-1.34875689934373E-016,3.48062811772962E-017,-3.912004130665E-017,2.42695060556757E-018,-2.80680513638269E-017,2.29457304575086E-017,-3.82480341223415E-017,1,1,1,1,1,1,1,-9.82738065974733E-021,-9.82738065974733E-021,1
-4,1.60000002384186,-1.53759574809358E-016,-9.2235675829593E-018,-5.16324029045038E-018,1.71158376008513E-017,-4.50323544395422E-017,6.31936606535155E-017,-4.79972609225078E-017,1.53759574809358E-016,9.2235675829593E-018,5.16324029045038E-018,-1.71158376008513E-017,4.50323544395422E-017,-6.31936606535155E-017,4.79972609225078E-017,1,1,1,1,1,1,1,-1.23618275234348E-021,-1.23618275234348E-021,1
-4,1.70000004768372,1.38753896457825E-016,-1.05480872300874E-017,9.59945086101259E-018,-5.74521272298911E-017,4.33644307611127E-017,-7.25316364141777E-017,8.80628523873672E-017,-1.38753896457825E-016,1.05480872300874E-017,-9.59945086101259E-018,5.74521272298911E-017,-4.33644307611127E-017,7.25316364141777E-017,-8.80628523873672E-017,1,1,1,1,1,1,1,4.23799395246038E-020,4.23799395246038E-020,1
-4,1.79999995231628,-7.32157478679835E-017,8.93710550697321E-017,-8.34079762082863E-017,4.30175806953794E-017,-1.97791358345066E-017,-7.42641182306944E-018,-2.83982348775906E-019,7.32157478679835E-017,-8.93710550697321E-017,8.34079762082863E-017,-4.30175806953794E-017,1.97791358345066E-017,7.42641182306944E-018,2.83982348775906E-019,1,1,1,1,1,1,1,1.25176571628989E-020,1.25176571628989E-020,1
-4,1.89999997615814,-1.70740044302965E-016,1.0561378533606E-016,-4.28896853377889E-017,-4.47477869380311E-018,2.77325700684326E-017,-4.451820709492E-018,-1.13319756909212E-017,1.70740044302965E-016,-1.0561378533606E-016,4.28896853377889E-017,4.47477869380311E-018,-2.77325700684326E-017,4.451820709492E-018,1.13319756909212E-017,1,1,1,1,1,1,1,-1.82803845758665E-020,-1.82803845758665E-020,1
-4,2,8.01072277791792E-017,-3.59637037232436E-019,-2.99415294244758E-017,4.46616087802734E-017,-3.66718017604523E-017,1.97370985157767E-017,-1.39484720455183E-017,-8.01072277791792E-017,3.59637037232436E-019,2.99415294244758E-017,-4.46616087802734E-017,3.66718017604523E-017,-1.97370985157767E-017,1.39484720455183E-017,1,1,1,1,1,1,1,-1.60176336258148E-020,-1.60176336258148E-020,1
-4,2.09999990463257,-2.85892711026864E-017,3.16374548210015E-017,-5.77943442570134E-018,-2.43001113247499E-017,7.41221409503558E-018,-6.54580973588815E-017,7.06552466777726E-017,2.85892711026864E-017,-3.16374548210015E-017,5.77943442570134E-018,2.43001113247499E-017,-7.41221409503558E-018,6.54580973588815E-017,-7.06552466777726E-017,1,1,1,1,1,1,1,4.07491044793414E-020,4.07491044793414E-020,1
-4,2.20000004768372,-6.87323760083869E-017,-1.3269801992577E-019,1.42217725199059E-017,-4.19751015129911E-017,4.14920181090928E-017,1.33340952260732E-017,-9.31062586088867E-018,6.87323760083869E-017,1.3269801992577E-019,-1.42217725199059E-017,4.19751015129911E-017,-4.14920181090928E-017,-1.33340952260732E-017,9.31062586088867E-018,1,1,1,1,1,1,1,6.70196078704212E-020,6.70196078704212E-020,1
-4,2.29999995231628,1.14064685990376E-016,-1.55912395071589E-017,-1.69803139836518E-017,3.96774485429474E-017,-1.62733839254681E-017,-1.7143366171637E-017,6.27358393455246E-017,-1.14064685990376E-016,1.55912395071589E-017,1.69803139836518E-017,-3.96774485429474E-017,1.62733839254681E-017,1.7143366171637E-017,-6.27358393455246E-017,1,1,1,1,1,1,1,-6.54708155709922E-020,-6.54708155709922E-020,1
